par_id	art_id	keyword	country_code	text	label	class	text_len	text_len_binned
2636	@@21481838	disabled	pk	over past week prosecutor call soldier injur search mission bergdahl includ one shot head perman disabl	0	0	166	(100, 200]
2637	@@3747770	vulnerable	us	while debat univers encourag host speaker problemat hate view toward marginalis vulner group danger allow greer platform endors view extens transmisogyni continu perpetu	0	0	287	(200, 300]
2638	@@4008330	vulnerable	lk	some socioeconom factor contribut gener high rate ptsd dure height war youth lower socio econom level low educ join armi mani experienc childhood trauma drastic affect psycholog makeup these group psycholog vulner could withstand battl stress	0	0	395	(300, 400]
2639	@@16865933	migrant	gh	thi mostvibr ghanaian cathol commun form passion ghanaian immigr chicago area cathol faith spiritu desir unit cathol ghanaian descent clear view serv experienc worship lord nativ languag cultur	0	0	335	(300, 400]
2640	@@22799799	poor-families	za	thi typic respons victim poor famili alcohol abus preval said	1	0	103	(100, 200]
2641	@@22361762	refugee	au	the accus man came australia via refuge program	0	0	65	(0, 100]
2642	@@13789726	refugee	sg	ask give messag peopl congo world refuge misenga said believ sport do give dream	1	0	148	(100, 200]
2643	@@25230231	migrant	sg	democrat problem they nt care crime want illeg immigr matter bad may pour infest countri like ms they ca nt win terribl polici view potenti voter	0	0	254	(200, 300]
2644	@@20963151	in-need	hk	so tri fight better deliveri hour eventu move forward noon yau ad he still fight need prison whilst still free outsid we give either said	1	0	266	(200, 300]
2645	@@14089417	migrant	us	immigr custom enforc divis dh current us privat prison group like correct corpor america run detent facil migrant	0	0	189	(100, 200]
2646	@@1794867	immigrant	tz	thi one door foreign investor use like use unfortun provis qualifi specifi natur immigr quota asian flood market name foreign investor	0	0	238	(200, 300]
2647	@@24250653	migrant	sg	he belief mani german school struggl meet need atrisk child often come immigr famili singlepar home	0	0	150	(100, 200]
2648	@@19295587	in-need	gh	last year four million peopl need food aid southern african state rain fail	0	0	117	(100, 200]
2649	@@19133480	vulnerable	gh	the ministri continu use livelihood empower poverti programm vehicl reach widow across countri empow becom econom independ take care child the progress everi societi measur care vulner poor	1	0	335	(300, 400]
2650	@@16101010	in-need	au	role the game a festivalwid contest silli creativ need villain generos humbl i step becom evilord	0	0	176	(100, 200]
2651	@@14421371	vulnerable	in	peopl north india nt realli expos chikungunya strain compar popul southern part countri therefor vulner viral attack municip health offic sdmc b k hazarika said	0	0	266	(200, 300]
2652	@@1826318	homeless	tz	it second time island seek refug homeless famili eas resourc pressur dens popul district back famili move sengerema district mwanza other morogoro	0	0	247	(200, 300]
2653	@@10372778	women	hk	three four woman hospitalis one victim requir surgeri injuri	0	0	97	(0, 100]
2654	@@9355185	homeless	pk	asid hand superman practic everi wannab muslim terrorist usa sinc total dufu as trevor aaronson write the terror factori almost islam terror plot us sinc actual fbi terror plot sold hapless patsi homeless street person retard teenag profession con artist	0	0	391	(300, 400]
2655	@@7737505	poor-families	za	relief programm scale meet rise need save life prevent decad develop progress irrevers erod must done we need provid peopl desper need cash food assist we need reach child specialis nutrit support stop greater number becom malnourish and need expand social safeti net buffer impact crisi school feed programm child poor famili get least one good meal day the urgenc situat irrefut but humanitarian aid keep pace tremend need not even close in fact stagger fund gap tragedi make	1	0	774	(700, 800]
2656	@@24014184	women	gh	some aggriev market woman kasiem kwabr east district ashanti region sent so messag presid nana addo dankwa akufoaddo inform best assist soft loan trade	0	0	227	(200, 300]
2657	@@70095884	women	us	nbc new earlier report white hous instruct fbi interview two woman come forward sexual assault alleg kavanaugh christin blasey ford deborah ramirez third accus juli swetnick the wall street journal also report swetnick claim would investig	0	0	357	(300, 400]
2658	@@25796035	poor-families	lk	by exercis prime minist would benefit poor famili immens catch imagin import give hope govern understand plight would improv moral	1	0	230	(200, 300]
2659	@@60057589	vulnerable	tz	in china usual difficult privat busi consid vulner econom volatil secur loan state firm	0	0	151	(100, 200]
2660	@@10164142	migrant	ke	the chines spring festiv take place th th februari usual demand fruit rise nation holiday week howev owen zhang banana import manag goodfarm expect banana price rise sharpli week the econom situat current unstabl mani migrant worker alreadi turn home due lack job big citi thi bring urban consumpt most dealer find hard make correct assumpt demand spring festiv lead oversuppli push price the weather posit industri either the extrem cold last week expect last make consum stay home thi make extra difficult predict sale go	0	0	804	(800, 900]
2661	@@23132607	in-need	ke	one consequ keep u perman need ruinous expens skill western europ north america	0	0	125	(100, 200]
2662	@@24309241	disabled	ke	we encourag investor seek start project lamu consid woman disabl end day seek allinclus societi said mr obbo	1	0	206	(200, 300]
2663	@@917644	refugee	gb	at two dutch f fighter drop two bomb serb posit surround srebrenica the serb respond threat kill dutch hostag shell refuge caus suspens strike	0	0	223	(200, 300]
2664	@@10157399	immigrant	tz	he said decemb last year teacher kenya uganda malawi zambia face expuls crackdown illeg immigr countri number tutor volunt leav countri reach januari year	0	0	276	(200, 300]
2665	@@4314292	migrant	us	mamdouh moroccan immigr held degre physic chemistri window world sinc work waiter union shop steward he spent much week sept variou hospit citi morgu tri account miss cowork	0	0	293	(200, 300]
2666	@@16889556	in-need	jm	lillyhu hi abil make sure famili never need sacrifici self	0	0	90	(0, 100]
2667	@@16658460	migrant	jm	jamaican immigr resid unit state may subject stop ask statu countri govern offici presid trump step crack illeg immigr	0	0	213	(200, 300]
2668	@@4703322	migrant	pk	the ethnic cleans went side minor popul pakistan fall today the mohajir migrant karachi darker skin color compar local popul root discriminationrecommend	0	0	255	(200, 300]
2669	@@4573213	homeless	jm	ebenez home homeless	0	0	34	(0, 100]
2670	@@4574250	poor-families	jm	the risk malnutrit high especi poor famili among child wean stunt per cent compar per cent wast per cent compar per cent data indic improv underweight stunt wast survey live condit	0	0	354	(300, 400]
2671	@@1877731	in-need	gh	the worldwid total million forcibl displac repres huge number peopl need help implic foreign aid budget world donor nation absorpt host capac countri front line refuge crisi	0	0	278	(200, 300]
2672	@@15830267	women	ng	onli woman live hivaid visit primari health centr council area kontagora rijau servic month when project done number increas month	0	0	200	(100, 200]
2673	@@14052781	hopeless	hk	to call independ reflect collect despond toward current polit environ sinc handov freedom civil liberti live standard deterior mani feel hopeless futur right know communist china nt prepar grant full democraci forese futur but i nt believ right time either support condemn independ movement befor talk independ must first achiev selfdetermin	0	0	552	(500, 600]
2674	@@13767728	refugee	pk	if afghan harass part pakistan come pakhtunkhwa provinc one ask refuge card also belong achakzai ad	0	0	209	(200, 300]
2675	@@3608006	homeless	gb	yet homeless rise fund support cut overal homeless servic report per cent reduct fund proport target woman fall per cent per cent last two year accord homeless link it concern say least consid woman make quarter peopl use homeless servic	0	0	397	(300, 400]
2676	@@19216224	migrant	gb	of cours tragic familiar pictur overload boat ferri peopl libya itali inde nearli migrant rescu vessel head itali sinc saturday	1	0	211	(200, 300]
2677	@@9507560	immigrant	nz	the leav camp want drawbridg pull want fewer immigr express horror notion unit state europ	0	0	152	(100, 200]
2678	@@17698805	vulnerable	sg	today recogn signific progress made conserv manate popul reaffirm commit continu speci recoveri success throughout rang the propos downgrad statu manate announc last year stoke controversi expert warn longprotect sea cow still vulner problem like boat collis climat chang pollut loss habitat	0	0	459	(400, 500]
2679	@@19724725	immigrant	za	she speak colour cape town night solidar cape town lgbti immigr commun it host wednesday passop peopl against suffer oppress poverti spin street the event attend variou organis includ free sexual health one stop inner circl pride shelter enhanc care foundat pride yarona	0	0	392	(300, 400]
2680	@@19053254	refugee	pk	thi make pakistan second countri turkey host largest number refuge larg number compris afghan nation bbc report monday	0	0	183	(100, 200]
2681	@@4598206	women	jm	accord statin unemploy among woman april stood per cent compar per cent men	0	0	118	(100, 200]
2682	@@13539830	hopeless	gh	controversi ghanaian rapper wanlov wade issu countri econom mismanag strongli attack john mahama ndc administr creat confus hopeless state affair peopl countri	0	0	254	(200, 300]
2683	@@21508029	vulnerable	au	china financi system get significantli vulner due high leverag accord central bank governor zhou xiaochuan also flag need deeper reform world secondbiggest economi	0	0	227	(200, 300]
2684	@@17492413	homeless	au	it establish care vulner peopl king cross area at first offer servic sex worker young peopl homeless inject drug user	0	0	193	(100, 200]
2685	@@19907580	women	ca	yet remain uncomfort term role model appli life she love spend time anishinaab woman walk life	1	0	160	(100, 200]
2686	@@2627054	refugee	hk	can tell bit struggl hong kong refuge refuge union	0	0	86	(0, 100]
2687	@@667440	homeless	us	and may help way the interag council homeless set target date end homeless among america famili	0	0	161	(100, 200]
2688	@@3689580	poor-families	au	through research found school student poor famili use corpor punish often school affluent area so interview princip individu hour	0	0	225	(200, 300]
2689	@@14342994	disabled	nz	you never get away competit athlet tri get advantag top classif get classif said there advantag ablebodi athlet certain event advantag disabl peopl certain event	0	0	349	(300, 400]
2690	@@565935	disabled	ph	when veteran reach deem total disabl entitl pension	0	0	93	(0, 100]
2691	@@1511470	homeless	us	the report project percentag child live famili insecur sourc food risen nearli increas child up child may homeless year live either shelter place meant habit	0	0	315	(300, 400]
2692	@@9048705	disabled	ng	perhap devast weapon america use vietnam chemic especi cocktail call agent orang a total million vietnames expos agent orang die year statist red cross vietnam show one million vietnames either disabl sick linger effect agent orang	0	0	375	(300, 400]
2693	@@9761412	in-need	gb	ms titzel wrote last i check benefit support need plastic surgeri procedur	0	0	121	(100, 200]
2694	@@24883612	women	hk	french open defend champion jelena ostapenko latvia lost first round the fifthseed ostapenko upset simona halep last year final lost kateryna kozlova ukrain court philipp chatrier just amaz feel said kozlova post first win top player ostapenko becam sixth defend womenamp	0	0	396	(300, 400]
2695	@@60002247	hopeless	ie	what instead observ everescal educ arm race poorest child end hopelessli illequip fight the sign around u boom billionpound industri privat tutor paid boost pupil grade sharpelbow tiger parent stop noth get child best school stressedout student tri navig complex often baffl univers admiss system	1	0	484	(400, 500]
2696	@@1796577	women	tz	at least three four case forc minor sex report centr span one week even elderli woman rape almost daili basi dare report due strong patriarch system among congoles said sella	0	0	258	(200, 300]
2697	@@19831162	poor-families	gh	by god grace church support chariti educ health christian mission monthli basi thi includ child cancer unit korl bu publicli indic monthli donat past year largest receiv allow child poor famili countri west africa receiv lifesav treatment free thi verifi	1	0	432	(400, 500]
2698	@@23378040	immigrant	nz	none stop antichina narr gain traction it easi stori tell may howev unintent tap prejudic chines peopl rais head sever time histori includ form poll tax appli chines immigr	0	0	307	(300, 400]
2699	@@23114853	refugee	sg	the twoday meet followup discuss afghanistanpakistan action plan peac solidar apapp joint action plan cooper area counterterror reduct violenc peac reconcili afghan refuge repatri joint econom develop	0	0	314	(300, 400]
2700	@@2107500	poor-families	za	the report set recommend show free univers educ student poor famili provid thi expect legitimis fee must fall caus	0	0	184	(100, 200]
2701	@@21099664	migrant	jm	minni told legisl migrant countri illeg must leav decemb aggress pursu deport	0	0	157	(100, 200]
2702	@@9415919	refugee	ng	we beg niger delta aveng think plight child conflict situat we need see laughter child realiti forc live refuge camp we need govern guarante right welfar state	1	0	282	(200, 300]
2703	@@1937681	refugee	ke	select kind in europ refuge equal other	0	0	73	(0, 100]
2704	@@20391567	immigrant	ng	but trump argu daca protect peopl broke us law unfair legal immigr encroach congress power make immigr law	0	0	156	(100, 200]
2705	@@25297309	disabled	ng	pirat c francisco cervelli alreadi sevenday disabl list diagnos concuss there timefram return lf corey dickerson return famili medic emerg leav list start infof adam frazier option triplea indianapoli	0	0	302	(300, 400]
2706	@@25064856	poor-families	us	two offici feder offic econom opportun washington said friday littl rock mississippi counti judg aa bank block releas aid poor famili craighead poinsett counti of total aid famili craighead counti stricken tornado last month anoth wait bank distribut emerg food medic aid person suffer malnutrit poinsett counti offici said	0	0	519	(500, 600]
2707	@@4679752	hopeless	my	he said farmer felt hopeless desper especi alreadi farm demolish author	1	0	128	(100, 200]
2708	@@8870666	refugee	my	second govern address right tamil local order prevent reduc grievanc alien tamil commun these includ return land back origin tamil owner return civilian govern creat better prospect equal growth provid assur peac return home refuge	0	0	365	(300, 400]
2709	@@14479539	refugee	au	as well discuss usl refuge program mr turnbul quizz whether us elect subsequ chang us leadership impact countri posit asia pacif region	0	0	212	(200, 300]
2710	@@4535096	homeless	pk	these povertystricken mass otherwis littl say polit bargain took place corridor power it postindepend power structur shape determin futur india pakistan yet peopl one paid price suffer pain massacr displac destruct properti homeless accompani partit	1	0	416	(400, 500]
2711	@@22041240	in-need	bd	financi academ help opportun avail student need assist	0	0	85	(0, 100]
2712	@@10146635	vulnerable	pk	these partnership benefit marginalis vulner child provinc told chief minist	1	0	116	(100, 200]
2713	@@15396740	vulnerable	hk	the rapid adopt potenti vulner iot devic associ data could heart attack wait happen healthcar industri recent event ransomwar attack sever promin hospit show medic industri tempt target hacker onlin crimin	0	0	312	(300, 400]
2714	@@19890179	hopeless	za	it take lot pain hopeless get point	1	0	60	(0, 100]
2715	@@15073521	homeless	gb	speak cambrian new week melani studi law french cardiff univers said also want rais awar plight nearli young homeless peopl live street wale	1	0	225	(200, 300]
2716	@@13687825	in-need	ng	jimi love lagosian jimi give nation pdp new leas life pdp polit parti need man without polit sociolog charact baggag pdp needsjimi agbaj nation chairman	0	0	232	(200, 300]
2717	@@19228585	in-need	ke	the central market thessaloniki cmt work launch project bulgarian organ meant reduc wast fruit veget the goal project collect fresh produc unfit commerc still perfectli fine consumpt these volum produc redistribut initi support peopl need food bank the project still approv european commiss	1	0	484	(400, 500]
2718	@@15977685	in-need	jm	he said area knapdal mt edgecomb need urgent attent peopl could drive area	0	0	139	(100, 200]
2719	@@20315855	hopeless	sg	initi develop countri scientif industri might cross determin courag ruler therefor similar storm pressur kremlin end may and wise success embroil russia expens pointless war syria extric the kremlin noth econom stagnat home fundament hopeless situat technic anyth possibl allow if one factor elit russian feder	0	0	596	(500, 600]
2720	@@2504036	refugee	za	jeanclaud puatibazola gay refuge drc iceland madelen cronj mampg	0	0	102	(100, 200]
2721	@@1814615	vulnerable	tz	tanzania said one vulner countri climat chang due low adapt capac poor prepar inadequ knowledg lack financi resourc respond inevit climat chang	0	0	229	(200, 300]
2722	@@14416746	refugee	my	point holi year merci pope stress togeth church group would abl better respond human tragedi refuge concret act merci promot integr europ cultur move	1	0	286	(200, 300]
2723	@@4093910	in-need	gb	and becom surrog becom viabl option mani us woman particularli militari wife use supplement incom way help need	0	0	182	(100, 200]
2724	@@1577041	immigrant	us	cnn you came unit state immigr what stori	0	0	83	(0, 100]
2725	@@16708205	disabled	ph	the long run prestigi nsac nation student art competit sponsor shell produc mani top wellrespect acclaim artist earli present break barrier dow jone rotari club makati central contest artist disabl physic mental philip morri nokia mount excit competit mani young artist eventu domin local field becam intern star	0	0	507	(500, 600]
2726	@@30036776	migrant	bd	lee hyang moder antiimmigr protest jeju citi hall south korea jun the arriv hundr yemeni creat wave opposit lead consid south korea first organis antiasylum movement the banner read korean first jun michael parkth new york time	0	0	330	(300, 400]
2727	@@3204379	refugee	za	gift giver imtiaz sooliman said provid extens assist isipingo chatsworth refuge centr	0	0	136	(100, 200]
2728	@@14864402	refugee	gb	mr orban first eu leader ask peopl whether want accept quota displac refuge union distribut scheme	0	0	147	(100, 200]
2729	@@3373992	poor-families	au	ultim public judg polit leader word say valu convey labor parti opportun open competit econom respons social environment progress those valu kept hawk keat govern power year they enabl labor implement endur reform univers health care econom polici laid foundat quartercenturi sustain incom growth job creation superannu work australian support poor famili keep child school world heritag list tasmanian forest queensland wet tropic forest kakadu	0	0	708	(700, 800]
2730	@@14855279	in-need	gb	for need costum inspir comb social social medium find halloween costum rage all hallow eve h film tv charact	0	0	198	(100, 200]
2731	@@24469532	homeless	ke	hundr peopl left homeless mandera river daawa burst bank the hardest hit place takaba elwak subcounti	0	0	147	(100, 200]
2732	@@16034136	immigrant	gh	amri father told radio station son left tunisia seven year ago illeg immigr	0	0	102	(100, 200]
2733	@@70049399	immigrant	ph	one juror belgium tribun found dutert guilti atlantabas human right lawyer azadeh shahshahani whose recent work involv case immigr crackdown trump administr	0	0	219	(200, 300]
2734	@@21319084	women	pk	shoaib recent pen note facebook wrote rape one preval ugli form crime woman pakistan	0	0	153	(100, 200]
2735	@@3700935	refugee	au	ahead meet european commiss play slow start plan agre eu leader septemb share refuge around eu take pressur frontlin state greec itali	0	0	221	(200, 300]
2736	@@19671416	hopeless	gb	so let u continu road oppos tori heartless make sure street nt popul hopeless helpless tragic addict h valu free uniqu servic	1	0	204	(200, 300]
2737	@@22543664	poor-families	pk	the pmnhp initi provid medic facil peopl live poverti line govern announc bear expens patient the feder govern empanel privat hospit healthcar patient issu card regist poor famili medic treatment	0	0	324	(300, 400]
2738	@@30093907	homeless	za	commun leader thami bhongoza said number homeless resid area increas sinc western cape depart human settlement built hous wallaceden	0	0	196	(100, 200]
2739	@@25861410	poor-families	ie	find place constraint mani institut current the biggest challeng afford fee student poor famili	0	0	187	(100, 200]
2740	@@4590230	disabled	jm	healthcar worker patient agre group disabl elderli exempt pay user fee island public hospit thi find caribbean polici research institut capri conduct review governmentintroduc nouser fee polici jamaica public hospit	0	0	356	(300, 400]
2741	@@3586153	vulnerable	za	minist trade industri rob davi said consum continu lure entic take credit mislead advert prey desper vulner poor peopl	1	0	197	(100, 200]
2742	@@4522303	migrant	jm	the hous passag drew cheer illeg immigr student shown support march sitin protest hunger strike	0	0	136	(100, 200]
2743	@@20276368	homeless	nz	when start four year ago feed averag five homeless peopl night now see	0	0	117	(100, 200]
2744	@@4397999	vulnerable	lk	reform action consid includ propos food secur renew energi support small vulner state reform commonwealth ministeri action group cmag	0	0	190	(100, 200]
2745	@@14791491	hopeless	ph	that right mom dad mani absent distant cold scapegoat du jour increas number photoplay seek ingrati young viewer look somebodi els blame hopelessli unhappi exist	0	0	266	(200, 300]
2746	@@40020887	disabled	ng	jose abreu activ disabl list prior game three hit white sox he put dl aug follow surgeri testicular torsion	0	0	175	(100, 200]
2747	@@14036288	disabled	au	to attract visibl paralymp highlight relev brazilian disabl athlet panorama nation sport cleopiresofici vilhenap accept invit ambassador brazilian paralymp committe star campaign we are all paralymp	0	0	301	(300, 400]
2748	@@15565901	poor-families	au	the girl look proud fresh new uniform eager make lost year learn they came poor famili fled fight part countri most one parent none	0	0	250	(200, 300]
2749	@@9064734	immigrant	nz	at least migrant die shipwreck rescu boat mediterranean coastguard say number immigr come europ via itali soar	0	0	207	(200, 300]
2750	@@20046244	disabled	au	injuri ill also need total perman disabl tpd insur incid leaf disabl trauma insur termin diseas	0	0	176	(100, 200]
2751	@@26030284	in-need	gh	both kcca township roller go game badli need win pick three point apiec open four match none side away game competit	0	0	206	(200, 300]
2752	@@16753292	immigrant	lk	presid trump team investig find mani illeg immigr part tgte set use bogu name cover illeg statu as immigr lawyer rudrakumaran handl mani bogu refuge claimant some may even ltte cadr live vote illeg us per new us immigr law need vet	0	0	401	(400, 500]
2753	@@17420449	vulnerable	nz	natasha carswel ncc manag commun strategi say cash earn beg feed addict council work close nz polic ministri social develop whatev it take trust wit the salvat armi napier citi busi inc tri assist vulner high risk commun member connect cohes manner we join forc napier implement widereach campaign start week there foot patrol place come week conjunct polic wit help discourag beg we hope patrol also help manag issu see around napier aggress antisoci behaviour threaten languag congreg group particularli around bu termin	1	0	847	(800, 900]
2754	@@15632902	poor-families	nz	and make presid take cavali attitud constitut proprieti who seem keen use posit enhanc person busi opportun who clear intent abolish obamacar poor famili left without access medic care stack suprem court nomine order roll back polici advanc social polici issu made recent year whose initi appoint includ whose record sulli racist attitud appoint welcom extremist bodi	0	0	623	(600, 700]
2755	@@4648093	refugee	my	immigr deputi directorgener datuk sakib kusmi said depart know uighur peopl genuin refuge	0	0	129	(100, 200]
2756	@@2466504	homeless	au	creat regist perman homeless byron bay debat byron shire council next meet	0	0	121	(100, 200]
2757	@@1894742	disabled	ke	coastweek to celebr world servic day lion club mombasa pwani district a organ miniolymp disabl child particip sport event display abl prove disabl mean inabl monday th octob ask intern show ground	0	0	336	(300, 400]
2758	@@15902021	vulnerable	sg	we member public must also part come forward promptli wit abus provid good inform bring justic vulner cat in case vigil tampin resid stop abus track gave critic inform led arrest we hope court send strong messag sentenc abus ms lau state h about us	0	0	448	(400, 500]
2759	@@17057498	refugee	ke	the effect global tumult primarili felt develop region across world eighti six per cent refuge live countri ten countri account le per cent world total gdp hold per cent world refuge	0	0	275	(200, 300]
2760	@@14878461	hopeless	lk	apart chines two player asia promin tenni they japan kei nishikori india sania mirza sania made right move switch doubl give singl after trial good player settl switzerland former world no martina hingi it turn effect combin i seen easi passag good player float surviv turn around win match complet hopeless situat in situat prove effect combin	0	0	614	(600, 700]
2761	@@4619419	poor-families	my	one studi england show social worker thought poor famili lack deep bond love middl class famili	1	0	135	(100, 200]
2762	@@17582182	disabled	nz	the villag want help happen cours huge impact mani disabl heavili traumatis particularli parent littl fatima	1	0	216	(200, 300]
2763	@@10023229	refugee	sg	they carri blanket backpack mani bear distinct blue logo un refuge agenc unhcr h follow st h the strait time	0	0	155	(100, 200]
2764	@@3576197	refugee	ca	i think possibl largescal oper assist refuge also thorough screen compon secur reason enough polit i think done said	0	0	237	(200, 300]
2765	@@23426314	disabled	gh	my duti caf never conflict disabl discharg duti gfa the two role inextric interwovenli connect just yesterday uefa congress pass new amend make mandatori member uefa execut committe hold activ posit feder presid vice presid gener secretari chief execut offic my last trip caf exco meet morocco part caf deleg uefa congress bratislva offer gfa caf african fa direct benefit presenc	0	0	604	(600, 700]
2766	@@1728204	in-need	in	director mysskin need introduct in short career kollywood prove astut filmmak with two film credit mysskin weav practic imagin wow audienc an avid book reader ensur movi make hardhit make impact viewer we would see interest fact mysskin week trivia	0	0	401	(400, 500]
2767	@@23925	disabled	in	christian missionari care destitut jain sect serv feed disabl islam tradit requir set asid regular fraction one earn feed hungri destitut i find muslim ghetto delhi like nizamuddin jama masjid even today number waysid eateri offer plastic token sale these bought peopl eat restaur distribut destitut peopl each token redeem meal need food period month	1	0	565	(500, 600]
2768	@@19251810	homeless	ng	okoy said applic render homeless unjustli child kill soldier told court on whole urg lordship grant relief sought court take judici notic fact third respond dss still contempt releas applic wife therebi give approv first second respond	0	0	428	(400, 500]
2769	@@15939968	women	jm	in statement ministri health note pregnant woman confirm far recov ill	0	0	129	(100, 200]
2770	@@14032611	migrant	hk	thi concert serv overt maoist polit prof much chines migrant they blame mao loss ten million chines life success polit purg led famin caus polici	0	0	244	(200, 300]
2771	@@1520479	refugee	gb	the un refuge agenc said prepar airlift materi stockpil dubai the agenc alreadi sent emerg team uzbekistan	0	0	158	(100, 200]
2772	@@26303711	disabled	pk	in commerci build public build apart ramp minimum six foot width maximum gradient provid in case nonprovis lift floor access ramp a toilet disabl must also provid	0	0	295	(200, 300]
2773	@@16971965	immigrant	gb	donald trump took two grandchild walk today white hous forc deni claim consid mobilis nation guard troop round unauthoris immigr	0	0	218	(200, 300]
2774	@@9338031	homeless	sg	if ever ragstorich stori cat pitzusch transform homeless opul would	0	0	122	(100, 200]
2775	@@25746548	immigrant	tz	oppos origin french name eg didier deschamp coach captain win french team one person favourit antoin griezmann hi long kick bring mind legendari david beckham bent ball artist but griezmann also immigr tie germani note surnam portug matern side	0	0	374	(300, 400]
2776	@@15232580	vulnerable	jm	un urg greater attent plight haiti vulner woman	1	0	65	(0, 100]
2777	@@25158508	poor-families	gh	hope for winter project aim to keep sa warm h the cold winter month countri remain particularli challeng poor famili homeless peopl street	1	0	181	(100, 200]
2778	@@10048956	women	ph	organ kate anzani event woman empower wonder way hear maricel perspect share experi wife marri husband anthoni year well mother five child name ella donni hannah benjamin solana maricel hand also written six book master degre famili life child develop	0	0	451	(400, 500]
2779	@@10362804	women	bd	we real opportun acceler develop mobil technolog save life help woman reach potenti boost growth emerg economi britain trade a prosper connect stabl world firmli nation interest	1	0	297	(200, 300]
2780	@@19004825	homeless	jm	at time principl christ would warm heart brother sister when i hungri feed i thirsti gave drink i nake cloth i sick homeless took welcom kingdom h the distort bodi taken funer home	1	0	334	(300, 400]
2781	@@25009971	immigrant	lk	in itali populist antiestablish five star movement ms contest march parliamentari elect slogan particip choos chang regionalist populist leagu contest slogan italian first form allianc month form govern the elect environ also focus appar irrevers declin economi persist high unemploy corrupt the campaign ms focuss anticorrupt propos univers basic incom ubi the leagu antiimmigr antieu parti like nation front franc unit kingdom independ parti ukip britain it formerli separatist parti campaign autonomi padania richer northern part itali	0	0	817	(800, 900]
2782	@@19237088	women	ng	gov ortom approv nm agric facil woman civil servant	0	0	66	(0, 100]
2783	@@40030779	homeless	sg	mangkhut gather strength sinc struck us pacif territori guam northern mariana island overnight monday tear tree power line leav hundr peopl homeless	0	0	213	(200, 300]
2784	@@4592460	poor-families	bd	meher afroj chumki state minist woman child affair said we think awar programm necessari we enforc law tri increas econom facil poor famili time must make peopl awar bad effect child marriag	0	0	309	(300, 400]
2785	@@22592665	vulnerable	gh	mr buah said aya commun centr would continu recreat ground marginalis vulner social disadvantag person	1	0	151	(100, 200]
2786	@@19995539	immigrant	ng	more anyth els european union weaken brexit would want africa keep million home send refuge illeg immigr	0	0	173	(100, 200]
2787	@@21865781	migrant	au	sophia amoruso founder onlin retail nasti gal author girlboss kick trend tag trump post encourag first daughter advoc clean dream act immigr youth	0	0	223	(200, 300]
2788	@@24229401	immigrant	gh	immigr alway central part american experi certain area draw immigr other	0	0	124	(100, 200]
2789	@@16629074	refugee	my	the presid also told trump democraci could defend found democrat principl respect includ welcom refuge	0	0	146	(100, 200]
2790	@@25421130	immigrant	pk	diana guerrero famous known maritza ramo hit tv seri orang is new black one hollywood celebr take part nationwid ralli support reunit immigr famili the actor deliv power speech famili belong togeth demonstr washington dc recal separ famili year ago quot the hollywood report	0	0	427	(400, 500]
2791	@@2025519	homeless	gb	i continu heart the gener yearold donat per cent monthli ebay auction profit amount everi endors deal seen volunt homeless thanksgiv	0	0	247	(200, 300]
2792	@@1004789	immigrant	gb	wellheel some east hampton resid upset influx immigr famous affluent hamlet eastern long island file photo	0	0	151	(100, 200]
2793	@@7715799	migrant	sg	the threemillionstrong indianamerican constitut one richest immigr commun median incom nation averag in nearli colleg degre doubl rate overal popul rough estim suggest least commun come gujarat entrepreneur indianamerican place premium famili valu social conserv religi well	0	0	491	(400, 500]
2794	@@20428387	homeless	ie	homeless child chariti express despair number homeless peopl jump pc past year hit alltim high	1	0	154	(100, 200]
2795	@@4010755	women	za	two veil emirati woman stare foreign wear reveal dress hors race dubai world cup nad alsheba dubai march the dubai world cup richest hors race world prize money total million us dollarsimag karim sahib h save amp share h arab leader call annual summit march popular upris transform polit landscap volatil region	0	0	461	(400, 500]
2796	@@2021192	disabled	au	what happen comment censor twoway dialogu function disabl secondwav critic follow origin stori user becom incens compani unwil discu issu say	0	0	256	(200, 300]
2797	@@2781974	in-need	us	kenya lead world mobil money million activ kenyan custom reli mpesa mobil payment platform in fact user kenya mpesa send money total percent countri gdp year via text messag kenya serf shine exampl incred impact mobil payment individu commun economi larg while may think us leap ahead develop countri like kenya come mobil payment truth major money transfer us upward percent accord estim take place domest the us need effect pp transfer system much kenya mpesa	0	0	782	(700, 800]
2798	@@4570452	homeless	jm	poverti caus thousand jamaican live street they reli merci passersbi bread hard sidewalk make bed it estim homeless person live street jamaica	1	0	259	(200, 300]
2799	@@15695517	poor-families	gh	the scholarship program coventur embassi univers nairobi pay tuition fee student poor famili pursu cours like engin medicin econom financ	0	0	220	(200, 300]
2800	@@177805	vulnerable	gb	at root issu fundament question notveryintellig surviv informationbas freemarket economi until left deal honest nonpc way continu fail vulner	1	0	248	(200, 300]
2801	@@1913312	in-need	tz	as pedest gener strong machineri doubt stronghold unit add borovski one main need address acquisit real postsal support close contact factori for u stay close touch vendor invalu benefit	0	0	330	(300, 400]
2802	@@16107480	in-need	au	the trotti special compos tanqueray grapefruit fresh lime juic it mix often dole the wheatsheaf hotel aka the wheati thebarton adelaid patron need beverag might capabl right wrong night	0	0	287	(200, 300]
