par_id,art_id,text,keyword,country_code,span_start,span_finish,span_text,pcl_category,number_of_annotators
5955,@@10086998,"The indigenous Palestinians see themselves abandoned by the powerful nations of the UN . In sheer hopelessness and a sense of dehumization they are , regrettably , now resorting to nihilistic activities trying to harm Israeli Jews and getting killed every day by the trigger happy Israelis - civilians and security forces alike . It is a sad development in a region that has cried for justice for too long -- almost 70 years - only to be ignored and severely punished for their noncompliance to the Zionist dream of Eretz Israel .",hopeless,lk,28,53,see themselves abandoned,Compassion,2
5955,@@10086998,"The indigenous Palestinians see themselves abandoned by the powerful nations of the UN . In sheer hopelessness and a sense of dehumization they are , regrettably , now resorting to nihilistic activities trying to harm Israeli Jews and getting killed every day by the trigger happy Israelis - civilians and security forces alike . It is a sad development in a region that has cried for justice for too long -- almost 70 years - only to be ignored and severely punished for their noncompliance to the Zionist dream of Eretz Israel .",hopeless,lk,89,139,In sheer hopelessness and a sense of dehumization,Compassion,2
5955,@@10086998,"The indigenous Palestinians see themselves abandoned by the powerful nations of the UN . In sheer hopelessness and a sense of dehumization they are , regrettably , now resorting to nihilistic activities trying to harm Israeli Jews and getting killed every day by the trigger happy Israelis - civilians and security forces alike . It is a sad development in a region that has cried for justice for too long -- almost 70 years - only to be ignored and severely punished for their noncompliance to the Zionist dream of Eretz Israel .",hopeless,lk,375,393,cried for justice,Compassion,2
5955,@@10086998,"The indigenous Palestinians see themselves abandoned by the powerful nations of the UN . In sheer hopelessness and a sense of dehumization they are , regrettably , now resorting to nihilistic activities trying to harm Israeli Jews and getting killed every day by the trigger happy Israelis - civilians and security forces alike . It is a sad development in a region that has cried for justice for too long -- almost 70 years - only to be ignored and severely punished for their noncompliance to the Zionist dream of Eretz Israel .",hopeless,lk,438,468,ignored and severely punished,Compassion,2
5955,@@10086998,"The indigenous Palestinians see themselves abandoned by the powerful nations of the UN . In sheer hopelessness and a sense of dehumization they are , regrettably , now resorting to nihilistic activities trying to harm Israeli Jews and getting killed every day by the trigger happy Israelis - civilians and security forces alike . It is a sad development in a region that has cried for justice for too long -- almost 70 years - only to be ignored and severely punished for their noncompliance to the Zionist dream of Eretz Israel .",hopeless,lk,371,393,has cried for justice,Metaphors,1
1283,@@3208839,""""""" Stateless """" is the story of a forgotten group of Vietnamese refugees who spent over 16 years in the Philippines waiting for resettlement . Caught at the low tide of compassion fatigue by the international community , which led to the closure of refugee camps in Southeast Asia in the early 1990s , the refugees found themselves lost with no country to call home .""",refugee,ph,2,12,Stateless,Compassion,2
1283,@@3208839,""""""" Stateless """" is the story of a forgotten group of Vietnamese refugees who spent over 16 years in the Philippines waiting for resettlement . Caught at the low tide of compassion fatigue by the international community , which led to the closure of refugee camps in Southeast Asia in the early 1990s , the refugees found themselves lost with no country to call home .""",refugee,ph,32,71,forgotten group of Vietnamese refugees,Compassion,2
1283,@@3208839,""""""" Stateless """" is the story of a forgotten group of Vietnamese refugees who spent over 16 years in the Philippines waiting for resettlement . Caught at the low tide of compassion fatigue by the international community , which led to the closure of refugee camps in Southeast Asia in the early 1990s , the refugees found themselves lost with no country to call home .""",refugee,ph,141,217,Caught at the low tide of compassion fatigue by the international community,Compassion,2
1283,@@3208839,""""""" Stateless """" is the story of a forgotten group of Vietnamese refugees who spent over 16 years in the Philippines waiting for resettlement . Caught at the low tide of compassion fatigue by the international community , which led to the closure of refugee camps in Southeast Asia in the early 1990s , the refugees found themselves lost with no country to call home .""",refugee,ph,155,186,low tide of compassion fatigue,Metaphors,1
1283,@@3208839,""""""" Stateless """" is the story of a forgotten group of Vietnamese refugees who spent over 16 years in the Philippines waiting for resettlement . Caught at the low tide of compassion fatigue by the international community , which led to the closure of refugee camps in Southeast Asia in the early 1990s , the refugees found themselves lost with no country to call home .""",refugee,ph,300,364,the refugees found themselves lost with no country to call home,Compassion,2
1283,@@3208839,""""""" Stateless """" is the story of a forgotten group of Vietnamese refugees who spent over 16 years in the Philippines waiting for resettlement . Caught at the low tide of compassion fatigue by the international community , which led to the closure of refugee camps in Southeast Asia in the early 1990s , the refugees found themselves lost with no country to call home .""",refugee,ph,340,364,no country to call home,Metaphors,2
3047,@@19064067,For ten years a group of women have been stitching love into thousands of knitted blankets and garments to help keep poor families in Eastern Europe warm .,poor-families,nz,41,56,stitching love,Metaphors,2
3716,@@10262608,He said that only deserving people had the right to benefit from the Wall of Kindness who were in need of such things and did not want to beg from others .,in-need,pk,69,86,Wall of Kindness,Compassion,2
5497,@@24322349,"""So when journalists and observers tell us that , """" Toronto will never be the same again , """" they are not only wrong , but are extremely unhelpful . Of course Toronto will be just the same again . Not for the poor families of the deceased , not for those struggling with ghastly and perhaps life-changing injuries , but for most of the rest of us . It wo n't change , because it never does .""",poor-families,ca,204,238,the poor families of the deceased,Compassion,2
5497,@@24322349,"""So when journalists and observers tell us that , """" Toronto will never be the same again , """" they are not only wrong , but are extremely unhelpful . Of course Toronto will be just the same again . Not for the poor families of the deceased , not for those struggling with ghastly and perhaps life-changing injuries , but for most of the rest of us . It wo n't change , because it never does .""",poor-families,ca,248,313,those struggling with ghastly and perhaps life-changing injuries,Compassion,2
823,@@20393839,"""He said : """" We need improved security for civilians and aid workers and access to all those in need , but we must also build a bigger humanitarian muscle to provide for the suffering millions .""",in-need,ng,169,192,the suffering millions,Compassion,2
7127,@@7895864,"They sell their meager belongings , they borrow money from family and friends to buy work visas and airline fares , they are either illiterate or semi-literate , they are mostly unskilled souls from long suffering and very poor families . When they start work in Arab sheikdoms , despite being Muslims , they are treated as if they are sub-humans . These resolute and hardy souls , despite all the poverty and hardship inflicted upon them by nature , work hard like slaves and send billions of dollars to Pakistan ; with out this money the country could not survive . IF ANY ONE DESERVES LOW PIA FARES , IT IS THESE VERY PEOPLE , PAKISTAN 'S SURVIVAL DEPENDS UPON THEM , THEY ARE YOUR MOST VALUABLE FINANCIAL ASSET . SADLY NO MINISTRY SPEAKS FOR THEM .",poor-families,pk,304,347,they are treated as if they are sub-humans,Compassion,2
7127,@@7895864,"They sell their meager belongings , they borrow money from family and friends to buy work visas and airline fares , they are either illiterate or semi-literate , they are mostly unskilled souls from long suffering and very poor families . When they start work in Arab sheikdoms , despite being Muslims , they are treated as if they are sub-humans . These resolute and hardy souls , despite all the poverty and hardship inflicted upon them by nature , work hard like slaves and send billions of dollars to Pakistan ; with out this money the country could not survive . IF ANY ONE DESERVES LOW PIA FARES , IT IS THESE VERY PEOPLE , PAKISTAN 'S SURVIVAL DEPENDS UPON THEM , THEY ARE YOUR MOST VALUABLE FINANCIAL ASSET . SADLY NO MINISTRY SPEAKS FOR THEM .",poor-families,pk,178,194,unskilled souls,Compassion,2
7127,@@7895864,"They sell their meager belongings , they borrow money from family and friends to buy work visas and airline fares , they are either illiterate or semi-literate , they are mostly unskilled souls from long suffering and very poor families . When they start work in Arab sheikdoms , despite being Muslims , they are treated as if they are sub-humans . These resolute and hardy souls , despite all the poverty and hardship inflicted upon them by nature , work hard like slaves and send billions of dollars to Pakistan ; with out this money the country could not survive . IF ANY ONE DESERVES LOW PIA FARES , IT IS THESE VERY PEOPLE , PAKISTAN 'S SURVIVAL DEPENDS UPON THEM , THEY ARE YOUR MOST VALUABLE FINANCIAL ASSET . SADLY NO MINISTRY SPEAKS FOR THEM .",poor-families,pk,194,237,from long suffering and very poor families,Compassion,2
7127,@@7895864,"They sell their meager belongings , they borrow money from family and friends to buy work visas and airline fares , they are either illiterate or semi-literate , they are mostly unskilled souls from long suffering and very poor families . When they start work in Arab sheikdoms , despite being Muslims , they are treated as if they are sub-humans . These resolute and hardy souls , despite all the poverty and hardship inflicted upon them by nature , work hard like slaves and send billions of dollars to Pakistan ; with out this money the country could not survive . IF ANY ONE DESERVES LOW PIA FARES , IT IS THESE VERY PEOPLE , PAKISTAN 'S SURVIVAL DEPENDS UPON THEM , THEY ARE YOUR MOST VALUABLE FINANCIAL ASSET . SADLY NO MINISTRY SPEAKS FOR THEM .",poor-families,pk,349,473,"These resolute and hardy souls , despite all the poverty and hardship inflicted upon them by nature , work hard like slaves",The_poorer_the_merrier,1
7127,@@7895864,"They sell their meager belongings , they borrow money from family and friends to buy work visas and airline fares , they are either illiterate or semi-literate , they are mostly unskilled souls from long suffering and very poor families . When they start work in Arab sheikdoms , despite being Muslims , they are treated as if they are sub-humans . These resolute and hardy souls , despite all the poverty and hardship inflicted upon them by nature , work hard like slaves and send billions of dollars to Pakistan ; with out this money the country could not survive . IF ANY ONE DESERVES LOW PIA FARES , IT IS THESE VERY PEOPLE , PAKISTAN 'S SURVIVAL DEPENDS UPON THEM , THEY ARE YOUR MOST VALUABLE FINANCIAL ASSET . SADLY NO MINISTRY SPEAKS FOR THEM .",poor-families,pk,536,566,the country could not survive,Compassion,1
7127,@@7895864,"They sell their meager belongings , they borrow money from family and friends to buy work visas and airline fares , they are either illiterate or semi-literate , they are mostly unskilled souls from long suffering and very poor families . When they start work in Arab sheikdoms , despite being Muslims , they are treated as if they are sub-humans . These resolute and hardy souls , despite all the poverty and hardship inflicted upon them by nature , work hard like slaves and send billions of dollars to Pakistan ; with out this money the country could not survive . IF ANY ONE DESERVES LOW PIA FARES , IT IS THESE VERY PEOPLE , PAKISTAN 'S SURVIVAL DEPENDS UPON THEM , THEY ARE YOUR MOST VALUABLE FINANCIAL ASSET . SADLY NO MINISTRY SPEAKS FOR THEM .",poor-families,pk,10,34,their meager belongings,Compassion,1
7127,@@7895864,"They sell their meager belongings , they borrow money from family and friends to buy work visas and airline fares , they are either illiterate or semi-literate , they are mostly unskilled souls from long suffering and very poor families . When they start work in Arab sheikdoms , despite being Muslims , they are treated as if they are sub-humans . These resolute and hardy souls , despite all the poverty and hardship inflicted upon them by nature , work hard like slaves and send billions of dollars to Pakistan ; with out this money the country could not survive . IF ANY ONE DESERVES LOW PIA FARES , IT IS THESE VERY PEOPLE , PAKISTAN 'S SURVIVAL DEPENDS UPON THEM , THEY ARE YOUR MOST VALUABLE FINANCIAL ASSET . SADLY NO MINISTRY SPEAKS FOR THEM .",poor-families,pk,355,380,resolute and hardy souls,Compassion,1
7127,@@7895864,"They sell their meager belongings , they borrow money from family and friends to buy work visas and airline fares , they are either illiterate or semi-literate , they are mostly unskilled souls from long suffering and very poor families . When they start work in Arab sheikdoms , despite being Muslims , they are treated as if they are sub-humans . These resolute and hardy souls , despite all the poverty and hardship inflicted upon them by nature , work hard like slaves and send billions of dollars to Pakistan ; with out this money the country could not survive . IF ANY ONE DESERVES LOW PIA FARES , IT IS THESE VERY PEOPLE , PAKISTAN 'S SURVIVAL DEPENDS UPON THEM , THEY ARE YOUR MOST VALUABLE FINANCIAL ASSET . SADLY NO MINISTRY SPEAKS FOR THEM .",poor-families,pk,451,473,work hard like slaves,Compassion,1
7127,@@7895864,"They sell their meager belongings , they borrow money from family and friends to buy work visas and airline fares , they are either illiterate or semi-literate , they are mostly unskilled souls from long suffering and very poor families . When they start work in Arab sheikdoms , despite being Muslims , they are treated as if they are sub-humans . These resolute and hardy souls , despite all the poverty and hardship inflicted upon them by nature , work hard like slaves and send billions of dollars to Pakistan ; with out this money the country could not survive . IF ANY ONE DESERVES LOW PIA FARES , IT IS THESE VERY PEOPLE , PAKISTAN 'S SURVIVAL DEPENDS UPON THEM , THEY ARE YOUR MOST VALUABLE FINANCIAL ASSET . SADLY NO MINISTRY SPEAKS FOR THEM .",poor-families,pk,516,566,with out this money the country could not survive,The_poorer_the_merrier,1
7127,@@7895864,"They sell their meager belongings , they borrow money from family and friends to buy work visas and airline fares , they are either illiterate or semi-literate , they are mostly unskilled souls from long suffering and very poor families . When they start work in Arab sheikdoms , despite being Muslims , they are treated as if they are sub-humans . These resolute and hardy souls , despite all the poverty and hardship inflicted upon them by nature , work hard like slaves and send billions of dollars to Pakistan ; with out this money the country could not survive . IF ANY ONE DESERVES LOW PIA FARES , IT IS THESE VERY PEOPLE , PAKISTAN 'S SURVIVAL DEPENDS UPON THEM , THEY ARE YOUR MOST VALUABLE FINANCIAL ASSET . SADLY NO MINISTRY SPEAKS FOR THEM .",poor-families,pk,568,715,"IF ANY ONE DESERVES LOW PIA FARES , IT IS THESE VERY PEOPLE , PAKISTAN 'S SURVIVAL DEPENDS UPON THEM , THEY ARE YOUR MOST VALUABLE FINANCIAL ASSET",The_poorer_the_merrier,2
7127,@@7895864,"They sell their meager belongings , they borrow money from family and friends to buy work visas and airline fares , they are either illiterate or semi-literate , they are mostly unskilled souls from long suffering and very poor families . When they start work in Arab sheikdoms , despite being Muslims , they are treated as if they are sub-humans . These resolute and hardy souls , despite all the poverty and hardship inflicted upon them by nature , work hard like slaves and send billions of dollars to Pakistan ; with out this money the country could not survive . IF ANY ONE DESERVES LOW PIA FARES , IT IS THESE VERY PEOPLE , PAKISTAN 'S SURVIVAL DEPENDS UPON THEM , THEY ARE YOUR MOST VALUABLE FINANCIAL ASSET . SADLY NO MINISTRY SPEAKS FOR THEM .",poor-families,pk,382,449,despite all the poverty and hardship inflicted upon them by nature,Compassion,1
6546,@@4699795,"ICCCAD remains a strong advocate of local initiatives and supports the concept of Community Based Adaptation ( CBA ) . Solutions developed at the local level have the best chance of being successful since it is the poorest living in areas prone to storms , floods , and droughts who are most vulnerable and best understand what needs to be done . This approach seeks to give these communities a voice since it is powerlessness as much as location that makes these communities vulnerable to climate change .",vulnerable,bd,205,345,"it is the poorest living in areas prone to storms , floods , and droughts who are most vulnerable and best understand what needs to be done",The_poorer_the_merrier,1
6546,@@4699795,"ICCCAD remains a strong advocate of local initiatives and supports the concept of Community Based Adaptation ( CBA ) . Solutions developed at the local level have the best chance of being successful since it is the poorest living in areas prone to storms , floods , and droughts who are most vulnerable and best understand what needs to be done . This approach seeks to give these communities a voice since it is powerlessness as much as location that makes these communities vulnerable to climate change .",vulnerable,bd,367,401,to give these communities a voice,Metaphors,1
3910,@@17643243,""""""" In particular , the programmes to support blind and disabled golf impress me both as an avid golfer and a passionate believer in the """" power of sport """" , to bring people together and transform lives for the better , """" said Mr Key .""",disabled,nz,185,216,transform lives for the better,Compassion,2
154,@@20663936,"When some people feel causing problem for some others by breaking into their homes to steal is n't too good , they just result to begging . You now see people without deformities begging , when some people who are disabled work to feed their mouth . You then ask , what type of country is Nigeria ? Even a man who is not lettered would chorus the maxim that two wrongs do n't make a right . The country is n't working out ; and people want to survive anyhow too . They have to eat they will say .",disabled,ng,140,248,"You now see people without deformities begging , when some people who are disabled work to feed their mouth",Compassion,2
154,@@20663936,"When some people feel causing problem for some others by breaking into their homes to steal is n't too good , they just result to begging . You now see people without deformities begging , when some people who are disabled work to feed their mouth . You then ask , what type of country is Nigeria ? Even a man who is not lettered would chorus the maxim that two wrongs do n't make a right . The country is n't working out ; and people want to survive anyhow too . They have to eat they will say .",disabled,ng,228,248,to feed their mouth,Metaphors,1
8168,@@16574944,"These latest gifts are from parents at a local home daycare who pooled together their own money and resources to help Raijene Mallory even more . Art Randolph did the heavy lifting , bringing in package after package to the once homeless family 's new northside apartment . Each wrapped gift and crate carrying necessities , clothing and toys coming from a group of compassionate mothers to another in need .",in-need,us,220,245,the once homeless family,Compassion,2
4710,@@4103315,"""Mr Slosar said : """" We have been deeply moved by the plight of the people of Japan affected by the natural catastrophes . We hope that our contribution will help them to rebuild their lives . Red Cross has been our partner in reaching out to those in need in the community and we are pleased to work with them once again in this endeavour . """"""",in-need,hk,169,189,rebuild their lives,Metaphors,2
9626,@@14030549,"""In his final year as president , Mr S R Nathan - together with a few of his close friends - started discussing with me the idea of starting a philanthropic fund to help """" uplift """" children from poor families .""",poor-families,sg,171,178,uplift,Metaphors,2
4327,@@14178322,"If in addition ' miracles ' can be orchestrated then the acceptance and reverence become total . In a country where statistics state that unemployment is about 25 per cent but we know it is more like 70 per cent , where the next meal will come from is unpredictable and on a daily basis time just passes by ; it is not far-fetched for women to become prayer warriors for their children , husbands and siblings and are made to blame whatever is happening not on policies of the government but on the machinations of the devil .",women,gh,214,266,where the next meal will come from is unpredictable,Compassion,2
10352,@@21102155,"The next immediate problem that cropped up was how to assist the unfortunate couple , as neither of them possessed a birth certificate , a marriage certificate , or even an identity card . The Samurdhi Officer Dhanapala lamented explaining how agonizing it was for him to bear , when he came across the majority of poor families in the village did not possess even an ID to assist them officially .",poor-families,lk,61,84,the unfortunate couple,Compassion,2
10352,@@21102155,"The next immediate problem that cropped up was how to assist the unfortunate couple , as neither of them possessed a birth certificate , a marriage certificate , or even an identity card . The Samurdhi Officer Dhanapala lamented explaining how agonizing it was for him to bear , when he came across the majority of poor families in the village did not possess even an ID to assist them officially .",poor-families,lk,240,277,how agonizing it was for him to bear,Compassion,2
10352,@@21102155,"The next immediate problem that cropped up was how to assist the unfortunate couple , as neither of them possessed a birth certificate , a marriage certificate , or even an identity card . The Samurdhi Officer Dhanapala lamented explaining how agonizing it was for him to bear , when he came across the majority of poor families in the village did not possess even an ID to assist them officially .",poor-families,lk,299,397,the majority of poor families in the village did not possess even an ID to assist them officially,Compassion,1
1164,@@14727121,"To strengthen child-sensitive social protection systems , including cash transfer programmes that directly help poor families to pay for food , health care , education and other services that protect children from the impact of poverty and improve their chances of breaking the cycle in their own lives .",poor-families,gh,214,236,the impact of poverty,Metaphors,1
1164,@@14727121,"To strengthen child-sensitive social protection systems , including cash transfer programmes that directly help poor families to pay for food , health care , education and other services that protect children from the impact of poverty and improve their chances of breaking the cycle in their own lives .",poor-families,gh,265,284,breaking the cycle,Metaphors,1
1164,@@14727121,"To strengthen child-sensitive social protection systems , including cash transfer programmes that directly help poor families to pay for food , health care , education and other services that protect children from the impact of poverty and improve their chances of breaking the cycle in their own lives .",poor-families,gh,214,236,the impact of poverty,Compassion,1
1164,@@14727121,"To strengthen child-sensitive social protection systems , including cash transfer programmes that directly help poor families to pay for food , health care , education and other services that protect children from the impact of poverty and improve their chances of breaking the cycle in their own lives .",poor-families,gh,248,303,their chances of breaking the cycle in their own lives,Compassion,1
7568,@@671981,"Today , homeless women are still searching for the same thing . A place to sleep and be safe .",homeless,ca,0,93,"Today , homeless women are still searching for the same thing . A place to sleep and be safe",Compassion,1
6027,@@4613219,"As a member of Care of Hope , Barnett provides food for the street people catered to by the foundation on a regular basis . She , however , does n't mind having to cook to feed the homeless and the needy she said , because this is basically something that is already up her alley .",homeless,jm,15,28,Care of Hope,Compassion,2
9343,@@18654587,"""Lougene has this message to others who may still be hooked on illegal drugs : """" Do n't be hopeless because there is hope . You can still change . That 's why whenever I see on TV drug users and dealers that were killed , I say to myself they should have been given a chance to change by bringing them to a place such as this . """"""",hopeless,ph,80,121,Do n't be hopeless because there is hope,Compassion,2
1231,@@1231966,"A harrowing journey Night falls early in this part of Morocco now and a cold winter looms , prompting the homeless Africans to take their chances before conditions worsen , and amid sometimes harsh treatment by authorities .",homeless,za,0,223,"A harrowing journey Night falls early in this part of Morocco now and a cold winter looms , prompting the homeless Africans to take their chances before conditions worsen , and amid sometimes harsh treatment by authorities",Compassion,2
5431,@@1831253,"In the midst of all these alignments and repositioning , the mass of Nigerians have remained poor , unhealthy , uneducated , unemployed , homeless , hungry , destitute and abandoned . But at the first hint of trouble , those with direct access to state resources and those who want direct access will play the ethnic , religious or gender card to achieve the desired result .",homeless,ng,93,182,"poor , unhealthy , uneducated , unemployed , homeless , hungry , destitute and abandoned",Compassion,2
9047,@@21547563,"This is in a renewed effort to focus attention on the plight of the homeless , orphaned , abandoned , abused and indigent children across the African continent , a passion which Sirleaf shares with the foundation .",homeless,ng,50,160,"the plight of the homeless , orphaned , abandoned , abused and indigent children across the African continent",Compassion,2
951,@@18505340,"Together with wife Vicky , Cornell established the Chris &amp; Vicky Cornell Foundation , a charity that works with vulnerable children . The charity currently focuses on protecting these children from the ravages of homelessness , poverty , abuse and neglect . <h> 7 . Cuba concert",homeless,sg,202,260,"the ravages of homelessness , poverty , abuse and neglect",Compassion,2
606,@@25243686,"Born a Christian , my HUMILITY and RESPECT for especially the elderly and young of our society is very firm , apt and intact . In like manner , my DEFENCE and JUSTICE for the helpless and vulnerable is very much same .",vulnerable,gh,19,125,"my HUMILITY and RESPECT for especially the elderly and young of our society is very firm , apt and intact",Compassion,1
606,@@25243686,"Born a Christian , my HUMILITY and RESPECT for especially the elderly and young of our society is very firm , apt and intact . In like manner , my DEFENCE and JUSTICE for the helpless and vulnerable is very much same .",vulnerable,gh,144,217,my DEFENCE and JUSTICE for the helpless and vulnerable is very much same,Compassion,1
6950,@@15823756,From sleeping rough to becoming a published author : This man 's story will make you think twice about ignoring the homeless,homeless,ie,0,51,From sleeping rough to becoming a published author,Compassion,1
6950,@@15823756,From sleeping rough to becoming a published author : This man 's story will make you think twice about ignoring the homeless,homeless,ie,5,20,sleeping rough,Metaphors,1
2385,@@259586,""""""" Bruce has done a fantastic job in training youngsters , especially the youngsters that come from the poorest of the poor families , who would never have even had an opportunity to even buy a cricket bat . """"""",poor-families,au,69,132,the youngsters that come from the poorest of the poor families,Compassion,2
4491,@@4231036,""""""" Volleyball is our reputation in schools ' sport . But as an underprivileged school we are not in a position to give all the facilities needed by the players . Moreover these boys come from poor families and sadly the parents too are not in a state to render their support apart from their humble blessings . Our boys are very brave to win two or three titles in four to five tournaments annually which is a great achievement from our point of view , """" Lakshan added .""",poor-families,lk,170,308,these boys come from poor families and sadly the parents too are not in a state to render their support apart from their humble blessings,Compassion,2
4491,@@4231036,""""""" Volleyball is our reputation in schools ' sport . But as an underprivileged school we are not in a position to give all the facilities needed by the players . Moreover these boys come from poor families and sadly the parents too are not in a state to render their support apart from their humble blessings . Our boys are very brave to win two or three titles in four to five tournaments annually which is a great achievement from our point of view , """" Lakshan added .""",poor-families,lk,310,334,Our boys are very brave,The_poorer_the_merrier,1
4491,@@4231036,""""""" Volleyball is our reputation in schools ' sport . But as an underprivileged school we are not in a position to give all the facilities needed by the players . Moreover these boys come from poor families and sadly the parents too are not in a state to render their support apart from their humble blessings . Our boys are very brave to win two or three titles in four to five tournaments annually which is a great achievement from our point of view , """" Lakshan added .""",poor-families,lk,235,308,not in a state to render their support apart from their humble blessings,Compassion,1
2872,@@18801921,"""Ms. Archibald """" had room in her heart for everyone and believed strongly that every person was to be valued and respected , """" the family said , noting she worked at a homeless shelter prior to moving overseas . """" She would have had no understanding of the callous cruelty that caused her death . """"""",homeless,ca,16,38,had room in her heart,Metaphors,2
2872,@@18801921,"""Ms. Archibald """" had room in her heart for everyone and believed strongly that every person was to be valued and respected , """" the family said , noting she worked at a homeless shelter prior to moving overseas . """" She would have had no understanding of the callous cruelty that caused her death . """"""",homeless,ca,252,294,the callous cruelty that caused her death,Compassion,2
9054,@@20421360,"Even though many of these students get selected to subordinate services , the service is capable of uplifting their poor families . <h> Impact",poor-families,in,110,130,their poor families,Compassion,2
9054,@@20421360,"Even though many of these students get selected to subordinate services , the service is capable of uplifting their poor families . <h> Impact",poor-families,in,100,130,uplifting their poor families,Metaphors,2
5629,@@3968677,"A child huddled against her pregnant mother , among 10 other homeless children with their families in Nuwara Eliya town , struggling to shield themselves from freezing temperatures which dropped below eight degrees Celsius , was among the scenes witnessed on Thursday night .",homeless,lk,0,274,"A child huddled against her pregnant mother , among 10 other homeless children with their families in Nuwara Eliya town , struggling to shield themselves from freezing temperatures which dropped below eight degrees Celsius , was among the scenes witnessed on Thursday night",Compassion,2
2485,@@23386836,"""In addition , Chan revealed that """" care and sharing """" will be a main theme of the coming budget plan , that is , assisting social groups in need to achieve the goal of supporting the disadvantaged and helping the children to make the society more harmonious .""",in-need,hk,225,258,make the society more harmonious,Metaphors,1
2803,@@1975006,"The AIMMM registers its full sympathy with the hapless female victims of violence and rape crimes , especially the young lady brutalised by beasts on a moving Delhi bus in the night of 16 December which has rightly agitated a large section of Indians . All such crimes against women and weaker sections , especially minorities , Dalits and Adivasis are highly condemnable and show the whole country in extremely bad light . It is time people , police , judiciary and government agencies stood up to discharge their duties to protect the weak and vulnerable sections of society . The AIMMM urges the government to introduce deterrent punishments for such brutal crimes . It should also hasten with the overdue Police reforms to liberate the police force from the British Raj rules and make it capable and accountable to protect all citizens , human rights and honour of ordinary people .",vulnerable,in,277,327,"women and weaker sections , especially minorities",Compassion,1
2803,@@1975006,"The AIMMM registers its full sympathy with the hapless female victims of violence and rape crimes , especially the young lady brutalised by beasts on a moving Delhi bus in the night of 16 December which has rightly agitated a large section of Indians . All such crimes against women and weaker sections , especially minorities , Dalits and Adivasis are highly condemnable and show the whole country in extremely bad light . It is time people , police , judiciary and government agencies stood up to discharge their duties to protect the weak and vulnerable sections of society . The AIMMM urges the government to introduce deterrent punishments for such brutal crimes . It should also hasten with the overdue Police reforms to liberate the police force from the British Raj rules and make it capable and accountable to protect all citizens , human rights and honour of ordinary people .",vulnerable,in,47,70,hapless female victims,Compassion,2
7853,@@23787081,"""Islamic philosophy has dealt at length with the study of inherent mental qualities and inclinations among human beings with special reference to moral virtue . Some human beings are totally inclined to the pursuit of virtue , and are consumed with desire for knowledge of the Divine World , known as m ' arifat , or gnosis . Others tend to be carried away by the things and pleasures of the world . There is a middle , order of persons who have inclination to gnosis , and also have aptitude for worldly , affairs . This last category is described by Imam Razi , writing in the 12th century , as """" the people of the right hand or the balanced people """" , and to such persons , control over the affairs of their fellowmen rightly belongs . The task is never easy ; mere goodness is no guarantee for success . Possession of all the virtues alone is not sufficient . There must be inspiration from a higher source . The element of marifat provides the necessary directions , by holding the attention to the Divine light . No leader of any community who has gained success in managing its affairs and certainly no leader who led his people out of bondage , or saved them from the threat of hopeless submergence under a majority , hostile to them , can ever have done so by the exercise of mere human intelligence , or brain power or character .""",hopeless,pk,1171,1223,the threat of hopeless submergence under a majority,Metaphors,1
7853,@@23787081,"""Islamic philosophy has dealt at length with the study of inherent mental qualities and inclinations among human beings with special reference to moral virtue . Some human beings are totally inclined to the pursuit of virtue , and are consumed with desire for knowledge of the Divine World , known as m ' arifat , or gnosis . Others tend to be carried away by the things and pleasures of the world . There is a middle , order of persons who have inclination to gnosis , and also have aptitude for worldly , affairs . This last category is described by Imam Razi , writing in the 12th century , as """" the people of the right hand or the balanced people """" , and to such persons , control over the affairs of their fellowmen rightly belongs . The task is never easy ; mere goodness is no guarantee for success . Possession of all the virtues alone is not sufficient . There must be inspiration from a higher source . The element of marifat provides the necessary directions , by holding the attention to the Divine light . No leader of any community who has gained success in managing its affairs and certainly no leader who led his people out of bondage , or saved them from the threat of hopeless submergence under a majority , hostile to them , can ever have done so by the exercise of mere human intelligence , or brain power or character .""",hopeless,pk,1185,1206,hopeless submergence,Compassion,1
7853,@@23787081,"""Islamic philosophy has dealt at length with the study of inherent mental qualities and inclinations among human beings with special reference to moral virtue . Some human beings are totally inclined to the pursuit of virtue , and are consumed with desire for knowledge of the Divine World , known as m ' arifat , or gnosis . Others tend to be carried away by the things and pleasures of the world . There is a middle , order of persons who have inclination to gnosis , and also have aptitude for worldly , affairs . This last category is described by Imam Razi , writing in the 12th century , as """" the people of the right hand or the balanced people """" , and to such persons , control over the affairs of their fellowmen rightly belongs . The task is never easy ; mere goodness is no guarantee for success . Possession of all the virtues alone is not sufficient . There must be inspiration from a higher source . The element of marifat provides the necessary directions , by holding the attention to the Divine light . No leader of any community who has gained success in managing its affairs and certainly no leader who led his people out of bondage , or saved them from the threat of hopeless submergence under a majority , hostile to them , can ever have done so by the exercise of mere human intelligence , or brain power or character .""",hopeless,pk,1225,1241,hostile to them,Compassion,1
