par_id,art_id,keyword,country_code,text,label,class
1097,@@25644613,disabled,bd,presiding programme debate democracy chairman hasan ahmed chowdhury kiron said separate budget least percent total budget prepared disabled people,0,0
1098,@@24637671,homeless,ke,aid worker corporates kenyan walk life given support left homeless many case bereaved tragedywanjiru macharia,1,0
1099,@@25699814,migrant,my,judge made clear government unconstitutionally took child away must everything power reunite safely deadline lee gelernt aclu immigrant right project said statement,0,0
1103,@@60041402,disabled,ie,broadcaster minister committed doubling number disabled people involved television make industry inclusive,0,0
1105,@@20212934,poor-families,my,group used fourwheel drive vehicle travel long seridan stop long ludin long meraan part outreach poor family longhouses,0,0
1106,@@1168882,poor-families,ie,government rightly concerned protect poor including poor family quite evidently concerned protect family per se,0,0
1107,@@21390258,homeless,bd,trip yakima wash ashland ore san francisco calif offered spring break year take place march according lee yakima trip focus history land use culture native folk area ashland trip surround environmental justice issue san francisco program target poverty homelessness,0,0
1108,@@4575049,in-need,bd,price hike mainly raise fund swindle final year governance election coming ahead would need huge fund would impose burden people every pretext country already badly robbed economy staggering yet hunger wo nt satiate let opposition call upon indefinite strike till fall pariah govt,0,0
1109,@@15589224,vulnerable,ke,northern semiautonomous region puntland major transit point vulnerable migrant somalia,0,0
1111,@@7966886,migrant,my,ministry interior responsible fighting trafficking occur ministry justice responsible law ministry labor work relevant ministry regarding immigrant work,0,0
1112,@@25399143,homeless,sg,many yemeni stay cheap tourist hotel become homeless sleep park,0,0
1114,@@7818394,women,hk,men greatly outnumber woman science technology engineering math stem industry symptom many year traditional attitude put woman disadvantage way work together shrink gender gap stem h topic,0,0
1115,@@20705867,hopeless,ng,sit dialogue agitating start looking meaningful solution give hope country make people develop sense hopelessness people agitate lot,4,1
1117,@@23790642,hopeless,in,despite excellent academic qualification rani shown door innumerable interview teaching position five year finally get job st notkers catch given notorious f hopeless student nearby slum study school virtue right education neither accepted teacher student,3,1
1118,@@17487975,migrant,gb,million overall population qatar increase since country awarded world cup mainly due influx migrant worker,0,0
1119,@@16163174,vulnerable,pk,london billionaire philanthropist bill gate warned friday world vulnerable deadly epidemic illness like flu recent ebola zika outbreak underlining weakness global effort tackle health crisis swiftly,0,0
1120,@@24147974,vulnerable,ng,therefore long open defecation continues kogi varsity female student continue among statistic vulnerable risk serious disease,0,0
1121,@@4750636,homeless,au,patu rendall sits makeshift bed railway track woolloomooloo surrounded typed note working book depression say kept work homeless five year,0,0
1122,@@9567313,immigrant,in,leave campaign positioned debate one taking back control narrative framed one reinvigorating britain destiny sovereign power capable determining choice worldview prefers see brexit opportunity break free shackle centralising bureaucratic eu erudite leaver articulated vision britain competent enough strike trade deal emerging economy controlling immigration agenda pick highlyskilled immigrant lowskilled one,0,0
1123,@@4661628,homeless,pk,nostalgia homelessness fate generation tribe one walking pathway anguish whole caravan wounded soul walking ashfaq ahmed,3,1
1124,@@16541732,vulnerable,ie,outset school priority give educational opportunity orphan child vulnerable home approximately child one third receiving support either fully partially depending circumstance,1,0
1125,@@3047792,in-need,in,sector need policy reform increase outlay education sector spending encourage privateparticipation formal education law protect intellectual right educational content stringent implementation government scheme measurement efficacy work undertaken seshasai said,0,0
1126,@@18393954,homeless,in,savita cousin vanita member goa junior tchoukball team secured first place national event punjab third place mapusa could nt escape fate family rendered homeless machinery flattened thatched dwelling within minute,0,0
1127,@@19688213,vulnerable,za,sick vulnerable cancer patient died minister motsoaledi mec dhlomo watch seeming negligence party said,0,0
1128,@@7574624,refugee,pk,someone without qualification operating specific instruction determining whether someone afghan iraqi yemeni anything else go everything know refugee law stavropoulou say adding clear ulterior motif,0,0
1130,@@21262909,women,ke,thing men hate hearing woman let alone husband hate hearing kind excuse sharing feeling wo nt harm,1,0
1131,@@25381554,vulnerable,my,cryptoassets also raise concern related misconduct market integrity many appear vulnerable fraud manipulation well moneylaundering terrorist financing risk,0,0
1132,@@10011041,hopeless,za,pull despairing people brink hopelessness making believe day coming eternal bliss awaits kingdom god,1,0
1133,@@19948259,in-need,ph,connection great access holy mass commend priest offer mass even faithful little nothing offer said earnestly recommended priest even receive offering celebrate mass intention christ faithful especially need,1,0
1135,@@4513356,refugee,jm,rice bitter andrographis paniculata extremely bitter herb believed brought jamaica vietnamese refugee back,0,0
1136,@@19598797,hopeless,ie,lunacy said endless time said imagine garbage written male counterpart imagine obscure interview prince harry gave admitted soft spot air tonight used paint hopeless romantic quietly planning wedding nt even happening,0,0
1138,@@23096614,hopeless,au,said funding cut lead increased food insecurity aid dependency poverty isolation unemployment hopelessness,0,0
1139,@@1184156,disabled,za,important life assurance cover working person place income protection policy pay monthly income disabled,0,0
1140,@@25312065,migrant,hk,u departing un human right council violating human right dealing illegal immigrant mexican border would inevitably take heavy toll name selfproclaimed human right defender dent moral mojo,0,0
1141,@@19704980,disabled,gb,painted seawall installed bench disabled access put flower pot,0,0
1142,@@25582637,migrant,tz,italy new coalition government set goal zero migrant arrival boat salvini already banned boat chartered charity entering italian port,0,0
1143,@@24276169,vulnerable,my,added complexitybut jennings said dnc lawyer failing properly define computer mean claim might vulnerable motion dismiss defence lawyer fact discovery occurs discovery phase,0,0
1144,@@21267823,migrant,nz,parent visa category migrant agree financially support parent five year,0,0
1145,@@25510489,in-need,nz,curious confluence taika waititi new movie jojo rabbit fatherhood meet fatherland kid need father figure core boy hunt wilderpeople wrote directed boy young lead character imagined absent parent sort superhero real one turned jojo rabbit german youngster conjures hitler imaginary dad literally hitler youth,0,0
1146,@@23683794,women,au,league central also conscious backlash increased involvement gambling company sport banning wagering sponsorship signage new woman competition,0,0
1147,@@1940363,women,tz,step taken next year include supporting promoting gender parity men woman decision making level seeking use correct data information enacting policy making decision end gender based discrimination,0,0
1148,@@19174743,homeless,us,goldrickrab said private charity business get involved housing cited southern scholarship foundation florida year provided rentfree housing homeless college student,0,0
1149,@@30015188,women,bd,dedicating award indigenous people tasmania whose brutal treatment british explicitly played film kent said acceptance speech feminine force powerful healing force planet hope confident next year year year see woman inhabiting space,0,0
1151,@@2897032,hopeless,za,one sympathetic growing call axed former national police bos bheki cele return police headquarters lead u crimefree south africa call illustrate hopelessness people face rampant crime,0,0
1152,@@10268727,homeless,pk,maiduguri nigeria two female suicide bomber killed least people camp made homeless boko haram extremist insurgency northeast nigeria state official said wednesday latest violence hit region,0,0
1153,@@7152261,vulnerable,us,nt happening ge employment broadly shifting away infrastructure support increasingly vulnerable offshore outsourcing migration cloud service,0,0
1157,@@117769,hopeless,ca,know feel like depressed bitter hopeless age car hit semitrailer truck found pulse breathing,0,0
1158,@@25225399,hopeless,ng,killing kidnapping zamfara amp birnin gwari axis reached hopeless level even government functionary amp security amp defence personal joined victim praying devine intervention,1,0
1159,@@2262539,homeless,za,ad week popup street store homeless show real heart,4,1
1160,@@1937929,poor-families,tz,without evidence measurement data make possible designing effective public policy investment improve life future prospect poor family difficult best,0,0
1161,@@10253947,women,za,original law stipulates age marriage woman men pakistani religious scholar council islamic ideology believe accordance islamic teaching,0,0
1162,@@30081843,homeless,in,least people lost life still missing thousand became homeless overnight unprecedented flood hit state monsoon,0,0
1163,@@308719,vulnerable,lk,additionally significant health nutrition inequality still exist across country among geographic area socioeconomic group vulnerable area term maternal child health nutrition indicator district highest proportion population working plantation estate sector rural well conflictaffected district health ministry explains,0,0
1164,@@14727121,poor-families,gh,strengthen childsensitive social protection system including cash transfer programme directly help poor family pay food health care education service protect child impact poverty improve chance breaking cycle life,4,1
1165,@@2793918,women,nz,meet david nothisrealname williams yearold single auckland man work entertainment industry sleep one four different woman month,0,0
1166,@@1914265,hopeless,ng,discounted denied every conceivable poll showed jonathan losing election preaching nigerian wanted continuity change opposition advocated people nigeria portrayed somehow loving poverty insecurity darkness weakness hopelessness joblessness,3,1
1167,@@24825126,disabled,sg,second impact selfdriving system determined emergency braking needed uber said according ntsb automatic emergency braking maneuver volvo xc disabled car computer control order reduce potential erratic vehicle behavior,0,0
1168,@@26260748,poor-families,ng,message groundbreaking rite week hataman assured public poor family house next year,0,0
1170,@@10273019,migrant,za,brussels said athens must treat asylum seeker better overstretched european union state send back migrant originally landed greece line eu rule,0,0
1172,@@14401084,disabled,sg,spend rest life pondering answer suspect answer empathy reality hit every competition equal monetary term ca nt even ablebodied versus disabled everything category category seldom equal especially financially preschool teacher worth le crane driver art le worthy finance,0,0
1175,@@3180830,migrant,za,identity forged exile easily reconciled reality kurdish diaspora one world largest prepare child migrant meant return home,0,0
1176,@@19808014,homeless,ie,threshold tenancy protection service prevented people entering homelessness west,0,0
1177,@@9542664,in-need,in,asked get perturbed hearing many distress call one woman say always pleasure help woman need help route complaint right authority,1,0
1178,@@19328951,hopeless,my,deutsche bank told court dana case hopeless matter law arguing asserting sukuk illegal event default allowing sukuk holder demand repayment document show,0,0
1179,@@50073276,poor-families,ke,cash bail system fraught utter shameful grim historical irony put government direct path mass production poor population unusual see family turn loan shark dubious agricultural crop broker help raising fund free petty crime suspect relegating poor family immeasurable poverty,0,0
1180,@@4292818,homeless,ca,research show family constitute large growing percentage area homeless population especially rural area abuse underemployment serious illness social isolation often put family crisis place go home horizon bridge identified critical gap emergency shelter independent living finding vulnerable people crisis safe place live transitional housing personal supportcounselling reestablish life,1,0
1181,@@4667392,disabled,jm,jaa manager indicated company representative also ass security concern coordinate transportation disabled vehicle repair centre facilitate medical assistance assist minor repair service standard jaa roadsideassistance team seek respond emergency call within minute le,0,0
1182,@@13713196,refugee,ph,assistant secretary state bureau population refugee migration anne richard said additional u personnel deployed vet refugee overseas many refugee already vetted awaiting resettlement,0,0
1183,@@15945949,refugee,ng,unhcr chief visit refugee internally displaced person nigeria coming day,0,0
1184,@@8270719,disabled,nz,victoria university wellington researcher awarded funding health research council new zealand hrc project aid chronic pain suffers disabled,0,0
1185,@@22593044,disabled,ie,time behaviour culture make woman le safe workplace woman people colour lgbtq community disabled people anyone else marginalised,0,0
1186,@@19185161,immigrant,lk,nevertheless week ago trump accused india seeking profit paris climate accord announced decision withdraw u global agreement india make participation contingent receiving billion billion billion dollar foreign aid developed country said claim rubbished new delhi another potentially thorny issue trump administration review visa program bringing u highly skilled foreign worker indian among biggest beneficiary program meanwhile amid rising antiimmigrant sentiment u indian america subject string hate crime generated negative headline india,0,0
1187,@@14521236,vulnerable,za,equity may le vulnerable economic growth company profit recovering emerging market say michael bolliger head asset allocation emerging market ubs wealth management,0,0
1188,@@15822119,in-need,ie,nt uncommon johannah hear medium individual need assistance would immediately make objective get person often desperately needed rarely without success,4,1
1189,@@25692924,homeless,in,paul sheehan cork simon said group engage local homeless service appear speak english,0,0
1191,@@40078319,in-need,ng,reason safety individual community well ensure place meant serve certain need farming put us,0,0
1192,@@3252334,hopeless,us,think also get chance see success see street person succeed get locked hopeless category vision change,3,1
1193,@@4781870,vulnerable,us,current version wordpress version released september vulnerable attack however wordpress issued security update version last week address unrelated crosssite scripting issue,0,0
1194,@@2306623,women,in,fear desperation empty eye livelihood work growing child receive education daughter much hope finding suitable match certain next meal would come many woman child live gurdwar sikh place worship relying free kitchen,4,1
1196,@@18460027,vulnerable,hk,forced confession violate chinese law international norm awaiting trial broadcasting forced confession violates right fair trial many forced confession come following hundred day pretrial detention exception never rule shortest time necessary risk torture already high criminal justice system reliant confession pursuit forced confession drastically increase risk victim enforced disappearance secret detention especially vulnerable torture,0,0
1197,@@7577514,women,gh,benjamin tawiah spokesperson ngo work end injustice poverty said ghana woman power show inequality need overcome,0,0
1198,@@19012526,hopeless,ng,added fact party become accommodating corruption longer different hopelessly corrupt pdp replaced,0,0
1201,@@2872763,migrant,gb,obscenity photograph lie willed indifference golfer play could see desperate danglers close pampered game clad expensive welllaundered white clothes equipped caddy topnotch gear crease cleanness apparel obvious even distance contrast glaringly shabby garb migrant player shine african sun unwilling audience wear clothes grimly repel,1,0
1202,@@3489267,migrant,ie,nawal soufi arabicspeaking italian based sicily often contacted migrant distress told afp call earlier today boat trouble people board,0,0
1205,@@3010924,vulnerable,za,ian neilson mayoral committee member finance said rm would allocated social development improve service delivery vulnerable community,0,0
1206,@@1242164,vulnerable,in,enormity defence budget stand inr crore current fiscal year make vulnerable massive cut mean fiscal adjustment therefore natural defence expenditure would come close scrutiny ministry finance desperate contain fiscal deficit current year reduction budgetary allocation unprecedented unlikely different year reported press last week spending even social sector likely come finance ministry threatening cut allocation much per cent sake fiscal consolidation circumstance ministry defence would lucky get away per cent cut even ill afford,0,0
1207,@@19899286,poor-families,us,hygiene product lifesustaining way food medicine say repealing tax impact state local revenue help fund program serve poor family,0,0
1210,@@24655075,refugee,ng,italy one six founding member became european union stuck political quagmire since inconclusive march election dominated struggling economy refugee crisis illegal immigration,0,0
1211,@@10096429,vulnerable,sg,nparks singapore land authority housing board working identify replace stormvulnerable tree since particular albizia brittle wood relatively prone uprooting,0,0
1213,@@15040446,in-need,sg,malaysia finished runnersup edition despite looking twice competition earlier round tiger need defy odds time without best player,0,0
1214,@@22739610,homeless,ke,whereas government working figure sh billion resident demanding sh billion rendered homeless acre ancestral land,0,0
1215,@@8412481,immigrant,us,state weigh cost benefit undocumented immigrant parent,0,0
1216,@@23082903,immigrant,ca,instance number immigrant allowed enter germany family reunification ground capped month,0,0
1218,@@16723476,migrant,au,italian coast guard said operation way aquarius golfo azzurro raced intercept migrant dinghy,0,0
1219,@@9569305,women,pk,appointment challenged time council criticised proposed woman protection bill recommending light beating wife defies husband,0,0
1220,@@15871684,migrant,ke,fact refugee start life america debt repay government cost travel federal benefit last day immigrant sure minimum safety net family whose life shattered war violence,1,0
1221,@@1830801,disabled,ke,much sensuality paraplegic person man multiple sclerosis erection mentally disabled person sexual need lot uncertainty society come disability even sexuality involved subject taboo even many parent disabled child barley leave role watcher protector even child reached adulthood,1,0
1223,@@21206876,disabled,my,far people work catechesis signed coming profession country world archbishop fisichella baroness sheila hollins pontifical commission protection minor representative diocese around world present method catechesis disabled people participant also audience pope francis day two event demonstrating pope keen interest topic,1,0
1225,@@20527534,disabled,my,chef de mission pitak polkhan admitted thailand would face tough challenge malaysia retain overall crown ninth edition game differently disabled athlete,0,0
1227,@@2203563,vulnerable,ph,able serve entire population concentrate vulnerable one kerblat told inquirer small initiative drop water drop water pulled together make river,0,0
1229,@@8783796,hopeless,nz,chris hipkins labour rimutaka minister education accept responsibility minister education hon bill english statement lot kiwi pretty damned hopeless ca nt read write properly,3,1
1231,@@1231966,homeless,za,harrowing journey night fall early part morocco cold winter loom prompting homeless african take chance condition worsen amid sometimes harsh treatment authority,4,1
1233,@@1894982,migrant,tz,mentioned challenge facing programme especially relocating child include inadequacy legal guardianship system many country well fact unaccompanied migrant child detained country,0,0
1234,@@25395437,migrant,au,eu president donald tusk warned guarantee would work france austria ruled hosting migrant centre,0,0
1235,@@4013358,hopeless,gb,easy way say facebook blackberry app abomination even facebook standard company still nt released ipad app remember shoddily designed sloppily executed hopelessly featurepoor app hijack phone frequently cause entire thing stop,0,0
1236,@@30085497,refugee,bd,myanmar delaying tactic blocking rohingya return pm hasina h bangladesh leader accused neighbouring myanmar finding new excuse delay return rohingya forced across border past year said interview late tuesday circumstance would refugee remain permanently already crowded country,0,0
1237,@@23222834,migrant,nz,mai chen founder myadvicelegal said wanted responsive new zealand growing number chinese new migrant providing myadvicelegal language hope able seek legal advice address problem,0,0
1238,@@14251148,refugee,ph,refugee child five time likely school nonrefugee child able attend school place migrant refugee child likely encounter discrimination including unfair treatment bullying,0,0
1240,@@2644443,women,us,course physical harm part story largely normalized unseen violence woman surface insidious variety form gender pay inequality sexist joke advertising photoshopping pornography list go also reveals national ecclesial obsession female body right limitation matter ranging birth control abortion homosexuality,0,0
1241,@@19666379,women,my,lot abuse case woman due excessive alcohol said debating domestic violence amendment bill dewan rakyat today,0,0
1242,@@20079912,immigrant,nz,holyrood belongs new sanctuary coalition nyc interfaith network help immigrant,0,0
1243,@@14370273,hopeless,gh,recent public lecture dr bawumia launched major destabilization campaign government deems one orchestrated cause economic hopelessness,0,0
1245,@@2911597,disabled,ie,due fear protest infiltrated dissident republican theft radio sparked security alert device later disabled gardai specialist,0,0
1246,@@23762167,disabled,ke,according law disabled kenyan supposed subjected taxation,0,0
1247,@@2427973,immigrant,za,contradiction could resolved government removed student comprise majority noneu immigrant net migration figure report say,0,0
1249,@@1110710,in-need,au,supporter traditional thai massage say people pain need look local spa,0,0
1251,@@40006654,disabled,sg,hundred differently abled people across india successfully overcome physical mental challenge changing world perception per census crore people india percent total population disabled allindia level percent total disabled person employed,0,0
1253,@@25147138,homeless,us,monroe nonprofit known work serving homeless seen visitor since dropin center sam street opened according organization annual report,0,0
1254,@@24552368,vulnerable,ng,farmland partner inc million market cap real estate investment trust owns acre farmland appears vulnerable effect trade war largest publicly traded competitor million market cap gladstone land corp,0,0
1256,@@22311821,refugee,ke,bothina matar invited go capitol hill congressman marc veasey texas behalf syrian refugee bothina spoke lawmaker press even attended president trump address congress said hope show truth refugee,0,0
1257,@@7292481,poor-families,in,senior official corporation also worried lot student may drop school strike go long since come poor family lack teacher class take place distribution midday meal also hit going huge impact attendance school said municipal official,1,0
1258,@@1927218,vulnerable,tz,burundi instability possibility leading ethnic tension conflict seen past devastating impact human life disaster child always vulnerable said,0,0
1259,@@1800949,vulnerable,tz,people move particularly vulnerable hivaids people often behave differently away home,0,0
1260,@@1924684,women,ke,fool behind likely belonged annoying neighbouring clan could catch cholera cared second seniority strictly observed step onto log placed across stream elder walked gave way third obvious reason men woman never bathed place although separated bush sense peep hilarious thing happened place,0,0
1261,@@21354170,vulnerable,my,every young person one day lifechanging decision make sexual reproductive health yet majority adolescent lack essential knowledge required make decision responsibly leaving vulnerable coercion sexually transmitted infection unintended pregnancy,0,0
1262,@@4676109,poor-families,pk,ali mohammad bhat also known sher dil militant turned special operation group member kashmir police hero poor family narvaw region baramulla district alleged used loot plunder bhat married shamima ruqaiya eldest sister shamima yearsold two child tanveer nayeem,0,0
1263,@@7985208,immigrant,gb,hmrc refused reveal many national insurance number issued foreign national active could indicate whether large number immigrant stayed britain gone home,0,0
1264,@@25130613,in-need,lk,european union together member state world leading donor humanitarian aid relief assistance expression european solidarity towards people need around world aim save life prevent alleviate human suffering safeguard integrity human dignity population affected natural disaster manmade crisis information please visit echo website,4,1
1265,@@21113374,migrant,bd,inflow migrant buoyed fpo similar antiimmigration party across europe including alternative germany party secured seat parliament last month,0,0
1266,@@16643759,hopeless,jm,discarded corpse latterly boy taught sing bundle potentiality say erratic school attendance behaviour often hungry unkempt demonstrably lacking affirmation attention home foisted teacher obsessed curriculum hopefully willing hopelessly illequipped save final resting place,3,1
1267,@@15053486,in-need,za,word brain need learn see,0,0
1268,@@3631690,poor-families,hk,according report released tuesday oxfam hong kong number working poor family city risen percent nearly translating poor population ming pao daily reported,0,0
1269,@@17536437,refugee,gb,eu expertise resource offer host idea around governance security sector reform job creation return refugee idp home,0,0
1270,@@30050531,refugee,in,twentyone bru refugee family travelled wednesday camp tripura mizoram,0,0
1272,@@1545518,hopeless,ie,travelled kent hopeless mission maybe might get talk van word life yeats maybe wife suing dun laoghaire rathdown county council tree shrubbery home neighbour,0,0
1274,@@14867953,in-need,au,privatising profit socialising debt increase inequality need political revolution rethink use public resource construct equal society australia current political debate dominated scapegoating need,0,0
1275,@@21176112,refugee,au,another aid group care estimate almost half million refugee living camp either witnessed experienced sexual violence including rape,0,0
1276,@@7993343,poor-families,nz,instance community helped raise financial resource help poor family repatriation body provide assistance,0,0
1277,@@14147428,women,lk,agency thus send middleman village convinces family send woman abroad also give advance get document made question asked obligation indebted sub agent go everyone line bribed ensure woman go abroad undupitiya said,0,0
1278,@@1376626,women,gb,contrary gore vidal epigram whenever friend succeeds little something dy proud countryman woman triumph,0,0
1280,@@10386096,migrant,gh,logic praising white supremacy antiimmigration calderon said acting speaking immigrant different skin colour frankly racist exploiting feeling like hitler time calderon said,0,0
1281,@@8419706,disabled,gb,dodford child holiday farm outstanding youth community organisation title farm provided enjoyable holiday day trip underprivileged disabled youngster last two year also provides volunteer opportunity young people undertaking duke edinburgh prince trust community volunteering project,1,0
1282,@@7535911,refugee,lk,proposal made make new constitution facilitate refugee return,0,0
1285,@@14048631,hopeless,us,insulted heard lose speech said referring speech given trump dimondale last week saying democrat leadership urban city fallen poverty african american vote african american broke poor position feel hopeless lost american citizen insulted labeled subclass citizen,0,0
1286,@@15400894,migrant,lk,want continue unlimited illegal immigration open unprotected border amnesty million illegal immigrant calling undocumented criminal demanding right citizen unrestricted blowing bit people country incessantly preaching human right threatening world peace installing nuclear missile right next border country poland ukraine turkey baltic nation etc denying freedom country cuba iran sowing terrorism regime change rebellion developong nation without iota brain realize creating enemy america slowly eroding ethical moral foundation thr nation legalizing manner drug including marijuana promoting equal marriage right sexual deviant rubric diversity human right thus undermining family unit conerstone human civilization common survival long term,0,0
1287,@@4539506,homeless,jm,multimilliondollar homeless shelter kingston,1,0
1288,@@4108419,hopeless,in,tell u little character rishi road seems almost like hopeless situation character real touch story fiction rishi real character derived various people knew school would say rishi hopeless definitely hopeless romantic,0,0
1289,@@305460,migrant,ie,park house wall made irish limestone name dead immigrant could traced carved five bronze sculpture international renowned artist rowan gillespie depicting tragic faminestricken figure,0,0
1291,@@18731531,disabled,ie,lesson case every school dr wardlow said disabled child applies place proactively give proper consideration adapt meet need pupil,0,0
1293,@@41626,disabled,ca,currently javascript disabled order post comment please make sure javascript cooky enabled reload pageclick instruction enable javascript browser,0,0
1295,@@1870922,immigrant,ke,nairobi kenya current security crackdown illegal immigrant spared even high mighty,0,0
1296,@@16127736,hopeless,pk,moreover official said hopeless militant linked various outfit joining daesh inside afghanistan,0,0
1297,@@9381185,refugee,za,president isiais afewerki guerrilla leader lionised international opinion looked increasingly belligerent autocratic power illhealth little improve humour public growing number young people chose leave search economic opportunity rest horn eritrea case youth particularly anxious avoid national service used welldeveloped path refugee diaspora forged year independence struggle,0,0
1298,@@2456981,poor-families,au,peru normal family chance buying quinoa poor people poor family nt possibility buying quinoa usually prefer eat rice cheaper buying quinoa,1,0
1299,@@25222996,migrant,in,feel general migrant detained migrant iom spokesperson joel millman said adding appropriate reason detain jail child,0,0
1300,@@4579579,hopeless,jm,traversing various community jamaica one see hopelessness face many youth today count number idle hand road help wonder human capital country put productive use unless able create job soon crime rate spiral,3,1
1302,@@587889,poor-families,ca,study based analysis infant almost family showed strongest influence child came within home child raised poor family high level parental stress mental health problem risk emotional problem time started school,0,0
1303,@@2807063,women,ph,addition ict infrastructure would beneficial woman allows work home said betti alisjahbana founder ict service leadership development company qb international,1,0
1304,@@291019,poor-families,in,jha added unfortunate fake person allotted iay benefit using bpl number poor family serious anomaly found guilty spared mandu bdo asked submit detailed report allocation scheme,0,0
1305,@@30077505,homeless,bd,bridge asad gate sadarghat become ideal place open defecation homeless people,0,0
1306,@@16883196,immigrant,pk,moment company save money outsourcing stem job place like india philippine employee cost le still true immigrant rejuvenated lifeblood country since inception provided intellectual economic seed corn truly repeat phrase made country great along americanborn kid ca nt afford fancy private school need pathway help keep nation strong american high school must better job preparing student stem sector first step pipeline running college industry mean investing infrastructure highschool stem curriculum requires also mean renewing faith student community potential compete win global stage given proper preparation,0,0
1307,@@1849334,refugee,tz,whenever exercise repatriation conducted normally involves un agency tanzania government government country refugee came statement read part,0,0
1308,@@23953477,in-need,in,one need constant medical care kept admitted military hospital occasionally sent sick leave attendant spend time family,0,0
1310,@@1479923,disabled,au,mike sexton david holst hope election victory unify disabled community,0,0
1311,@@23380118,women,nz,nirmala speech forthright covering emancipation empowerment woman drew wide applause young woman spoke passion,0,0
1312,@@19077865,in-need,hk,research team urged government consider including prevention gaming addiction healthy school policy focus combating drug abuse student need receive relevant preventive education well professional counseling assistance,0,0
1315,@@966649,hopeless,ca,finished product funnier sartre also immediate hookladen three release far despite depiction disaffection alienation pemberton wrote part album recent move montreal others serving edmonton poet laureate part job would visit elementary juniorhigh school encourage student write verse would pick theme really exciting seeing sense hopelessness reflected laugh catch even understanding,0,0
1316,@@24828885,immigrant,gb,approach designed deny illegal immigrant access work accommodation service anticipation would encourage individual leave country voluntarily,0,0
1317,@@20762408,disabled,my,shouting officer said nowhere else park buying food disabled husband,0,0
1318,@@17544573,refugee,za,even far exile long arm malawi security force network reach targeting refugee many assassinated petrol bombed example dr attati mpakati assassinated cold blood heart harare zimbabwe state agent failed kill parcel bomb maputo mkwapatira mhango petrol bombed member family including nine month baby said mkandawire,1,0
1320,@@17084821,homeless,ke,score survivor still nursing gunshot wound mwingi level four hospital left homeless house torched,0,0
1321,@@25250350,disabled,ng,barreto phegley went backtoback first homer season second inning lefthander joey lucchesi disabled list month,0,0
1322,@@22257389,homeless,gh,serve child homeless food also try trace home send back home try engage creative activity like drawing reveals,3,1
1323,@@10033933,immigrant,tz,tale official taking advantage property left behind repatriated illegal immigrant,0,0
1324,@@18445956,disabled,my,yee elaborated first ground floor unit reserved disabled infirm elderly,0,0
1325,@@22996408,poor-families,sg,new budget key promise health insurance scheme covering million poor family allocation rupee every individual,0,0
1326,@@24624935,homeless,ke,seen past kenyan homeless live street keen community help think existence come lot shame many people prefer keep said claris wanjohi kenyan resident marietta georgia,4,1
1328,@@20007697,migrant,us,year legislator colyer embraced requirement voter provide photograph identification casting ballot minimize potential illegal immigrant influencing outcome election voted house voter id bill would applied everyone except older people disability individual residing overseas member military,0,0
1330,@@13895998,immigrant,nz,wealthy immigrant named francis richard claude arrived south america time waikato bought acre form claudelands suburb,0,0
1331,@@1866404,in-need,tz,wonderful one use part one achievement help god people remembered much bank account business success contribution support others needy situation explained ipp executive chairman,4,1
1332,@@8900983,migrant,pk,budapest warsaw also refused accept refugee part euwide quota system designed tackle europe worst migrant crisis since world war ii,0,0
1333,@@15882346,refugee,pk,alina able secure spot public elementary school central rome programme integrate refugee led catholic church know character go generally three wise men bring pretty gift baby jesus follow bright bright star explains mother listens carefully baby grows become hero,0,0
1335,@@4682098,in-need,my,iapwa focus providing longterm solution make difference change life animal need said,0,0
1336,@@3308608,women,au,like author article likely sign petition big issue support woman easy populist one,0,0
1337,@@19126994,poor-families,us,newser barack obama democrat weighed senate gop health plan word using mean facebook post thursday former president slammed fundamental meanness senate bill saying instead health bill massive transfer wealth middleclass poor family richest people america chance might get sick get old start family bill harm warned obama telling senator rationale acting issue undoing something democrat development,0,0
1338,@@17677407,migrant,nz,muslim immigrant join california lieutenant governor race,0,0
1339,@@24352659,in-need,lk,pacific partnership offer excellent opportunity u sri lankan military serve sri lankans need expand growing partnership humanitarian disaster relief said u ambassador sri lanka maldives atul keshap medical clinic free public concert sailor bring best america local community,3,1
1340,@@14541221,vulnerable,ng,move instructing whatsapp delete data user policy initiation date instigated two student imperial college london felt severely compromise right user make privacy right user completely vulnerable indian express report,0,0
1341,@@14192322,homeless,nz,since july judea marae huria marae rourou aroha opened door homeless bay resident offering kai shower laundry facility,0,0
1342,@@1927530,vulnerable,gh,according finding surprising aspect urban dweller found vulnerable regard information attitude belief concerning ebola,0,0
1343,@@16215953,women,in,note said interest subvention agri loan result fiscal burden r crore scheme woman child fiscal drag another r crore benefit pm awas yojana cost r crore exchequer,0,0
1344,@@2278665,in-need,za,main need refugee today food world food programme wfp going difficulty calling international community help khassim diagne representative liberia un high commissioner refugee unhcr said monrovia,0,0
1346,@@20643898,immigrant,nz,english idiot construction sector may capacity building enough house totally foreseeable many year ago government simply done enough promote apprenticeship bring enough construction immigrant etc another great example poor planning policy government,0,0
1348,@@4568671,hopeless,bd,hearing woman arbitrariness financial wrong many month government looked hopelessly without taking action moved two year still job osd could suspended pending final adjudication corruption case case financial irregularity mind state still paying salary reason whatever silly unethical,0,0
1350,@@16836148,in-need,in,india need twospeed economy,0,0
1351,@@65723,poor-families,za,boxerlandrieu bill suggests increase existing usaid scholarship programme pakistan new opportunity exclusively higher education access young pakistani woman poor family,0,0
