par_id,art_id,keyword,country_code,text,label,class,preprocessed_text
815,@@25761222,poor-families,ng,"Of the 48 percent self-rated poor families , 36 percent never experienced being non-poor ( always poor ) , six percent were not poor five or more years ago ( usually poor ) , and six percent were those who used to be non-poor one to four years ago ( newly poor ) .",0,0,percent selfrated poor family percent never experienced nonpoor always poor six percent poor five year ago usually poor six percent used nonpoor one four year ago newly poor
816,@@1795683,women,tz,"Responding to journalists ' questions during the second meeting of the UN Commission on information and accountability for women 's and children 's health concluded in Dar es Salaam this week , President Jakaya Kikwete said the death of the Al Qaeda leader was a relief to anti-terrorist crusaders .",0,0,responding journalist question second meeting un commission information accountability woman child health concluded dar e salaam week president jakaya kikwete said death al qaeda leader relief antiterrorist crusader
817,@@7532054,poor-families,sg,"""From his personal story and real-life encounters with poor families , manpower correspondent Toh Yong Chuan suggested shifting the focus from poor parents who repeatedly make bad decisions to their children ( """" Lifting families out of poverty : Focus on the children ; last Thursday ) .""",3,1,personal story reallife encounter poor family manpower correspondent toh yong chuan suggested shifting focus poor parent repeatedly make bad decision child lifting family poverty focus child last thursday
818,@@488900,hopeless,ca,"The city 's ability to make sure the holes are properly filled is hopelessly inadequate , which gives utility contractors and even the city 's own crews a free pass to ignore them .",0,0,city ability make sure hole properly filled hopelessly inadequate give utility contractor even city crew free pas ignore
820,@@21838092,vulnerable,gh,"An equity-based approach to ECD programming involves the implementation of inclusive programs designed to ameliorate the circumstances of the most disadvantaged and vulnerable children in society . Such inclusive programs must be able to recognize that children with disabilities have the right , just like other children , to fulfil their maximum potential and ought to have parallel access to mainstream health programs and services .",0,0,equitybased approach ecd programming involves implementation inclusive program designed ameliorate circumstance disadvantaged vulnerable child society inclusive program must able recognize child disability right like child fulfil maximum potential ought parallel access mainstream health program service
821,@@25280012,refugee,tz,""""""" We have a wave of refugees fleeing wars and hunger , war and hunger in so many countries of Africa , wars and persecution in the Middle East , """" he said , congratulating in particular Italy and Greece which had been """" extremely generous """" in their welcome , just like Turkey or Lebanon .""",4,1,wave refugee fleeing war hunger war hunger many country africa war persecution middle east said congratulating particular italy greece extremely generous welcome like turkey lebanon
822,@@7718183,in-need,lk,"These unfortunately reach limited numbers because budgets have of necessity to be restricted . Within our society , on our birthdays and in remembrance of our relatives who have passed on , we follow a tradition of giving alms as meals to people in residential homes and donate gifts to individuals . The state and society both see them as in need of ' social services ' synonymous with ' charity ' . This has been the situation in Sri Lanka for many decades . People with disabilities are beneficiaries of goodwill and charity .",3,1,unfortunately reach limited number budget necessity restricted within society birthday remembrance relative passed follow tradition giving alms meal people residential home donate gift individual state society see need social service synonymous charity situation sri lanka many decade people disability beneficiary goodwill charity
824,@@25319060,in-need,bd,The Australian government said is is committed to working side by side with Bangladesh to support those in need .,1,0,australian government said committed working side side bangladesh support need
826,@@23032645,vulnerable,au,"Ms Lamb , member for the Queensland seat of Longman , is the most vulnerable on the Labor benches to the charge she has dual citizenship , which under the Constitution would make her ineligible to sit in Parliament .",0,0,m lamb member queensland seat longman vulnerable labor bench charge dual citizenship constitution would make ineligible sit parliament
827,@@4597265,poor-families,bd,"""Former director of Dhaka University 's Institute of Education Research , Siddiqur Rahman said the admission process should be reformed . """" Students of poor families face harassment for the system , and ultimately fail to enrol . """"""",0,0,former director dhaka university institute education research siddiqur rahman said admission process reformed student poor family face harassment system ultimately fail enrol
828,@@25782229,homeless,bd,"Millions of lives were lost , and women were sexually abused in a bloody liberation war . The war left the country with a fragile economy , a devastated infrastructure , and thousands of people homeless .",0,0,million life lost woman sexually abused bloody liberation war war left country fragile economy devastated infrastructure thousand people homeless
829,@@16093591,migrant,ng,"Brazilian media reports said there were also dozens of other migrants aboard the boat , which officials suspect went down while attempting the roughly 50-mile ( 80-kilometer ) crossing between the Bahamas and the Florida coast .",0,0,brazilian medium report said also dozen migrant aboard boat official suspect went attempting roughly mile kilometer crossing bahamas florida coast
830,@@1909790,homeless,gh,Hundreds of people at Adankrono and Kade Zongo in the Kwaebibirim District of the Eastern Region have been rendered homeless as a result of a heavy rain storm that recently hit the area . About one hundred houses have their roofs ripped - off out of which about fifteen have completely collapsed .,0,0,hundred people adankrono kade zongo kwaebibirim district eastern region rendered homeless result heavy rain storm recently hit area one hundred house roof ripped fifteen completely collapsed
832,@@9123485,migrant,in,"At the camp , there 's a small study centre ( happily , with solar-powered Wi-Fi ) as well as basic accommodation where the workers live , and where migrants can rest before they are moved from the island . Mona throws together strange combinations of people : border police , rangers , military personnel , scientists , cavers , immigrants and boy scouts .",0,0,camp small study centre happily solarpowered wifi well basic accommodation worker live migrant rest moved island mona throw together strange combination people border police ranger military personnel scientist cavers immigrant boy scout
833,@@19001148,homeless,nz,"Park Up For Homes was started by a group of Mangere residents who were deeply concerned about the homeless in their neighbourhood who were appearing in high numbers , and the increasing incidences of families forced to sleep in garages , tents and often their cars . Homelessness among children is an issue that resonated strongly with CPAG , who got on board to support the cause .",0,0,park home started group mangere resident deeply concerned homeless neighbourhood appearing high number increasing incidence family forced sleep garage tent often car homelessness among child issue resonated strongly cpag got board support cause
834,@@25094950,refugee,us,A young Syrian refugee boy at a makeshift camp on Lesbos . Photograph : Alkis Konstantinidis/Reuters,0,0,young syrian refugee boy makeshift camp lesbos photograph alkis konstantinidisreuters
835,@@22148854,vulnerable,ng,""""""" The vaccination campaign is to ensure that children that are vulnerable to the disease are aware and get vaccinated in those states , """" he said .""",0,0,vaccination campaign ensure child vulnerable disease aware get vaccinated state said
836,@@22081171,in-need,us,"The Bird Park Splash Pad , just like the Splash Valley Aquatic Park along River Road , will not be open next summer . Both are in need of major repairs which the KVPD can not currently afford .",0,0,bird park splash pad like splash valley aquatic park along river road open next summer need major repair kvpd currently afford
837,@@22024910,hopeless,pk,"Satan , having failed hopelessly , miserably , in tempting and in ensnaring Jesus to sin in various ways , despite having presented himself personally appealingly , with his usual impeccable disguise of kindness , but concurrently making full use of his powerful dialecticals , now employs against the Master , the satanic tactic , the satanic masterstroke of using the Target 's own goodness and mercy as weapons to conquer , by extolling Jesus ' divine attributes , extolling how good Jesus is . In this particular temptation , Satan , lying through his teeth and slithering like the proverbial snake in the grass , cunningly implores Jesus , begs Jesus , thus :",0,0,satan failed hopelessly miserably tempting ensnaring jesus sin various way despite presented personally appealingly usual impeccable disguise kindness concurrently making full use powerful dialecticals employ master satanic tactic satanic masterstroke using target goodness mercy weapon conquer extolling jesus divine attribute extolling good jesus particular temptation satan lying teeth slithering like proverbial snake grass cunningly implores jesus begs jesus thus
838,@@805177,vulnerable,ca,""""""" Those most likely to be criminalized are primarily vulnerable women facing various difficulties including poverty , homelessness and drug dependency , """" reads a December 2006 report from a parliamentary Subcommittee on Solicitation Laws . """" They also engage in the most dangerous type of prostitution , street prostitution . """" Adding to the confusion , police in cities such as Vancouver have decided to relax , if not abandon , enforcement efforts .""",0,0,likely criminalized primarily vulnerable woman facing various difficulty including poverty homelessness drug dependency read december report parliamentary subcommittee solicitation law also engage dangerous type prostitution street prostitution adding confusion police city vancouver decided relax abandon enforcement effort
839,@@14476988,women,bd,"""One of the outputs of Deliver for Good will be """" a stronger , more comprehensive """" evidence base that fills both gaps in knowledge and data on the impact of investment in girls and women .""",0,0,one output deliver good stronger comprehensive evidence base fill gap knowledge data impact investment girl woman
840,@@3251691,immigrant,za,What about undocumented immigrants ?,0,0,undocumented immigrant
841,@@188275,vulnerable,ca,"He 'd break formation to attack without waiting for orders -- which irritated officers -- and liked to close within 200 yards of an enemy before firing . He was not invulnerable . Four of 10 crashes he experienced were because he was shot down , but was relatively unscathed .",0,0,break formation attack without waiting order irritated officer liked close within yard enemy firing invulnerable four crash experienced shot relatively unscathed
842,@@3102720,women,ca,"It was Tihar , the five-day Hindu festival of light and life , and the roads were a holy mess . Gangs of chanting children armed with collection trays marauded through the streets , accosting vehicles and demanding money . Heavy drifts of incense hung like dirty clouds everywhere , over shopkeepers dousing the pavement to keep dust from their stores , and over women hawking flip-flops , balloons , and jewellery under rainbow parasols . We passed a lone buffalo chewing lazily on the seat of a parked moped , turned a corner , and began climbing out of town .",0,0,tihar fiveday hindu festival light life road holy mess gang chanting child armed collection tray marauded street accosting vehicle demanding money heavy drift incense hung like dirty cloud everywhere shopkeeper dousing pavement keep dust store woman hawking flipflops balloon jewellery rainbow parasol passed lone buffalo chewing lazily seat parked moped turned corner began climbing town
843,@@14915056,vulnerable,ng,""""""" Until the vulnerable know their rights , until victims and survivors get justice , until perpetrators are adequately punished and until all forms of violence come to an end in Nigeria and indeed in the world , """" she said .""",1,0,vulnerable know right victim survivor get justice perpetrator adequately punished form violence come end nigeria indeed world said
844,@@17216457,hopeless,ng,"A woman and her two children detonated themselves ? Well , that is really the end of it all . I hope those who used the ignorance , hopelessness and helplessness of these unfortunate people to capture the Aso Villa , are happy with themselves now .",0,0,woman two child detonated well really end hope used ignorance hopelessness helplessness unfortunate people capture aso villa happy
845,@@60012808,vulnerable,pk,"In her tweet , Reham highlighted how a ' real leader ' should protect the vulnerable communities .",2,1,tweet reham highlighted real leader protect vulnerable community
846,@@1768556,homeless,ca,"""He reveals that Coach 's Corner host Ron MacLean ca n't pass by a busker or homeless person without opening up his wallet , and that the Winnipeg Jets launched a lawsuit against him after he said the team 's new assistant coach Alpo Suhonen 's first name sounded like """" dog food . """"""",3,1,reveals coach corner host ron maclean ca nt pas busker homeless person without opening wallet winnipeg jet launched lawsuit said team new assistant coach alpo suhonen first name sounded like dog food
847,@@1125661,refugee,ph,"The UN says more than 1.2 million Syrians , more than half of them children , have been displaced inside the country while an estimated 250,000 refugees have sought shelter in neighbouring Jordan , Lebanon , Turkey and Iraq . - Agence-France Presse <h> Would you like to share your vote ?",0,0,un say million syrian half child displaced inside country estimated refugee sought shelter neighbouring jordan lebanon turkey iraq agencefrance presse h would like share vote
849,@@4700842,disabled,my,And he said that Khazzani 's Facebook page had mysteriously been disabled on Saturday -- the day after the foiled attack .,0,0,said khazzani facebook page mysteriously disabled saturday day foiled attack
850,@@14384021,vulnerable,au,"Critics say the government had delivered tax cuts for big business and the wealth , while cutting spending to Australia 's most vulnerable .",0,0,critic say government delivered tax cut big business wealth cutting spending australia vulnerable
851,@@9579948,in-need,pk,"@wiserneighbour : ; Really good to be member of MTCR ; this means Hindus-tan can not export any technology on CAT-1 Missile technology to any Country .. this means restricting yourself and binding to remain within what you have .. All MTCR member countries can not export technology to other countries ; Not permitted at all . Good ; it is like tying yourself to the pole with a rope and saying , wallah , I am now the member of the cows club with rope around your neck tied to a pole ; Critical with meaning ful result is to become member of NSG ... For that again need to sign NPT and CTBT .. Once done that then NSG is possible . Joining MTCR means diddly squat ; Recommend",0,0,wiserneighbour really good member mtcr mean hindustan export technology cat missile technology country mean restricting binding remain within mtcr member country export technology country permitted good like tying pole rope saying wallah member cow club rope around neck tied pole critical meaning ful result become member nsg need sign npt ctbt done nsg possible joining mtcr mean diddly squat recommend
852,@@16093066,poor-families,ng,Mahesh Savani performed the Hindu wedding ritual of ' Kanyadaan ' -- the practice of giving away one 's daughter in marriage -- for 236 fatherless brides from poor families at a mega-wedding event in the western state of Gujarat at Christmas .,0,0,mahesh savani performed hindu wedding ritual kanyadaan practice giving away one daughter marriage fatherless bride poor family megawedding event western state gujarat christmas
853,@@2814687,poor-families,au,"""Iain Duncan-Smith has made his feelings about benefits claimants clear : poor families are to be given pre-paid cards , loaded with payments , to make sure they spend the money on food , rather than their """" self-destructive habits """" .""",3,1,iain duncansmith made feeling benefit claimant clear poor family given prepaid card loaded payment make sure spend money food rather selfdestructive habit
854,@@16815796,homeless,in,"Patrick worked eight years as a paralegal for law firms in Atlanta , USA , before relocating to Hong Kong for his MBA . Alongside his full-time job , he launched his own social enterprise , distributing free bicycles and creating a work program for Atlanta 's homeless and refugee populations to fix bicycles to ship to a orphanages in Jamaica .",1,0,patrick worked eight year paralegal law firm atlanta usa relocating hong kong mba alongside fulltime job launched social enterprise distributing free bicycle creating work program atlanta homeless refugee population fix bicycle ship orphanage jamaica
856,@@2229453,vulnerable,gb,"Decades of physical , sexual and emotional suffering were inflicted upon the most vulnerable by the church , the state and voluntary organisations , it was alleged on Monday .",0,0,decade physical sexual emotional suffering inflicted upon vulnerable church state voluntary organisation alleged monday
857,@@30079939,vulnerable,bd,"Is there a spy camera in that bathroom ? in Seoul , 8,000 workers will check <h> In hidden corners across South Korea , tiny cameras are surreptitiously recording thousands of women when they are at their most vulnerable .",0,0,spy camera bathroom seoul worker check h hidden corner across south korea tiny camera surreptitiously recording thousand woman vulnerable
858,@@4097210,disabled,lk,"""Those impaired by birth or disabled by man made war , accident or traumatized in a Tsunami too have a niche on the Dance Platform today - to venture out to seek the boundaries the body is able to perform . To what extent then disability is """" romanticized """" on stage , when differently abled persons dance , remains a question to be answered , after coming to terms with this vital aspect of Contemporary Dance . Judging by the full houses on four consecutive days at the auditorium of The British School , I am now convinced that nATANDA , the only ensemble in Sri Lanka that takes contemporary dance seriously , after hours of practice succeeded in creating a novel experience on stage .""",0,0,impaired birth disabled man made war accident traumatized tsunami niche dance platform today venture seek boundary body able perform extent disability romanticized stage differently abled person dance remains question answered coming term vital aspect contemporary dance judging full house four consecutive day auditorium british school convinced natanda ensemble sri lanka take contemporary dance seriously hour practice succeeded creating novel experience stage
859,@@24400774,homeless,sg,"""Photo of Keanu Reeves more like a homeless man than a famous actor . Long wavy hair , beard , baggy athletic clothes , no shoes and with a tired look -- so star appeared on the new frames . However , eccentric way , which stirred the whole world , Keanu Reeves has tried to shoot the third part of the movie """" John Wick """" . For this role , the actor regularly visited the gym to look like in action real assassin .""",0,0,photo keanu reef like homeless man famous actor long wavy hair beard baggy athletic clothes shoe tired look star appeared new frame however eccentric way stirred whole world keanu reef tried shoot third part movie john wick role actor regularly visited gym look like action real assassin
860,@@1506448,hopeless,gb,"Lucas Radebe knows what he is talking about , and also knows just how hard the route out of poverty , hopelessness , and violence can be . After apartheid was abolished 16 years ago , South Africa experienced a substantial economic boom . Yet for the majority of the population life is anything but easy . In 2009 the unemployment rate was running at 23.6% according to the World Bank . There is a huge gulf between rich and poor . Like many other African countries , South Africa has also been seriously affected by HIV/AIDS . In 2009 , 17% of all South Africans aged between 15 and 49 suffered from AIDS . According to the World Health Organization ( WHO ) this immune deficiency disease has now become the most common cause of death in South Africa , even in children .",1,0,lucas radebe know talking also know hard route poverty hopelessness violence apartheid abolished year ago south africa experienced substantial economic boom yet majority population life anything easy unemployment rate running according world bank huge gulf rich poor like many african country south africa also seriously affected hivaids south african aged suffered aid according world health organization immune deficiency disease become common cause death south africa even child
861,@@17010915,immigrant,bd,"Fowler 's tale prompted a backlash , including a revival of the #DeleteUber movement , which stemmed from accusations that the San Francisco ride service aimed to profit from a protest last month at New York 's John F. Kennedy Airport following President Donald Trump 's executive order banning refugees and immigrants from certain countries .",0,0,fowler tale prompted backlash including revival deleteuber movement stemmed accusation san francisco ride service aimed profit protest last month new york john f kennedy airport following president donald trump executive order banning refugee immigrant certain country
863,@@23901019,women,gh,"Harry and his fiance are greeted by flag-waving schoolchildren at an event for young women during International Women 's Day in Birmingham , England earlier this month Photo : AP/Matt Dunham",0,0,harry fiance greeted flagwaving schoolchildren event young woman international woman day birmingham england earlier month photo apmatt dunham
864,@@4531820,hopeless,pk,The minimum requirements of job experience averaging between two and three years for advertised jobs has done nothing but to deprive youngsters of the opportunities to work and earn a respectable living for themselves . It has just rendered them hopeless .,3,1,minimum requirement job experience averaging two three year advertised job done nothing deprive youngster opportunity work earn respectable living rendered hopeless
865,@@24215917,hopeless,nz,"""Every ambulance in Wellington had been mobilised for hours , picking up the injured blown off their feet . Some ambulances broke down in the storm . We were trucked into the city around noon , """" work """" proving hopeless .""",0,0,every ambulance wellington mobilised hour picking injured blown foot ambulance broke storm trucked city around noon work proving hopeless
866,@@9458683,in-need,in,Health facilities in need of treatment in MP,0,0,health facility need treatment mp
868,@@19834610,women,pk,"""She said women were now getting isolated from communities , instrumentalised , and were more vulnerable , and this was a common agenda in both the countries . """" We need to share , strategise together , analyse what is happening within our countries and understand the cost and consequences of war for women , children and men by exploring the dividend of peace . """"""",0,0,said woman getting isolated community instrumentalised vulnerable common agenda country need share strategise together analyse happening within country understand cost consequence war woman child men exploring dividend peace
869,@@795764,disabled,ph,"The immediate challenge that the Red Cross hospital faced was the disabled medical facilities and pharmacies in the Ishinomaki zone , which led to the hospital being inundated with prescription needs .",0,0,immediate challenge red cross hospital faced disabled medical facility pharmacy ishinomaki zone led hospital inundated prescription need
870,@@3672846,in-need,lk,"This year alone , over one hundred million people are in need of a humanitarian assistance and protection . If that were a country , it will be the twelfth largest in the world . Everyday thousands of men and women dedicate themselves to helping communities cope with and indeed recover from the impacts of wars , disaster , displacement , hunger and disease . Humanitarian action is reaching more people in more places than ever before . Yet the number of people in need continues to escalate , said Stephen O'Brien while delivering his welcoming speech .",0,0,year alone one hundred million people need humanitarian assistance protection country twelfth largest world everyday thousand men woman dedicate helping community cope indeed recover impact war disaster displacement hunger disease humanitarian action reaching people place ever yet number people need continues escalate said stephen obrien delivering welcoming speech
871,@@8286734,homeless,us,"RIVIERA : Family rejection , discrimination , and violence -- facts of life for many in this community . It turns out that one in five transgender people end up homeless at one point in their lives . And according to one survey , close to half attempt suicide .",0,0,riviera family rejection discrimination violence fact life many community turn one five transgender people end homeless one point life according one survey close half attempt suicide
873,@@20374243,poor-families,sg,"Citing the fact that these kids who died at Gorakhpur 's Baba Raghav Das ( BRD ) Medical College and Farrukhabad district hospital belonged to the poor families , the Shiv Sena said instead of acting as a ' God ' to the poor ' , these government hospitals are proving to be a ' God of death ' for them .",2,1,citing fact kid died gorakhpur baba raghav da brd medical college farrukhabad district hospital belonged poor family shiv sena said instead acting god poor government hospital proving god death
874,@@24008472,in-need,au,""""""" It can be completely perplexing and sometimes impossible for patients in need of surgery to work out how much they will be out of pocket , """" Choice chief executive Alan Kirkland said .""",0,0,completely perplexing sometimes impossible patient need surgery work much pocket choice chief executive alan kirkland said
875,@@16075000,refugee,sg,She talked to Malay Mail Online about the organisation 's work with refugee children and shared with us some of her experiences .,0,0,talked malay mail online organisation work refugee child shared u experience
877,@@413235,poor-families,au,"""And children from poor families are missing out on school excursions , sport and drama as """" free ' ' public schools charge hundreds of dollars in fees for educational activities .""",0,0,child poor family missing school excursion sport drama free public school charge hundred dollar fee educational activity
879,@@21590186,immigrant,my,"An Italian missionary , St. Frances Cabrini died Dec. 22 , 1917 after spending much of her life working with Italian immigrants in the United States .",0,0,italian missionary st france cabrini died dec spending much life working italian immigrant united state
880,@@24188457,in-need,ke,Dennis insisted that his initiative was not in any way sponsored and was purely driven on his desire to help out women in need .,3,1,dennis insisted initiative way sponsored purely driven desire help woman need
881,@@25829215,vulnerable,my,""""""" We will continue to support vulnerable people across society by issuing public health alerts during spells of hot weather , providing advice to schools , and taking steps to tackle overheating risks in new homes .""",0,0,continue support vulnerable people across society issuing public health alert spell hot weather providing advice school taking step tackle overheating risk new home
883,@@19827616,immigrant,ca,"The Toronto Playground Association scored a few early victories , including a model playground at the Canadian National Exhibition and a $25,000 donation towards the purchase of property from Edmund Osler , a businessman and politician who chaired the Evangelia board . But the city 's attempts to expropriate land proved more costly than expected , delaying new parks such as Osler playground , near Dovercourt Rd. and Dundas St. W. , and the Elizabeth St. playground , north of Dundas St. W. in The Ward , a crowded immigrant-receiving area considered by city officials to be slumlike .",0,0,toronto playground association scored early victory including model playground canadian national exhibition donation towards purchase property edmund osler businessman politician chaired evangelia board city attempt expropriate land proved costly expected delaying new park osler playground near dovercourt rd dundas st w elizabeth st playground north dundas st w ward crowded immigrantreceiving area considered city official slumlike
884,@@1230756,immigrant,gb,"The Commons home affairs select committee said the growing number of immigration cases -- which includes almost 174,000 missing illegal immigrants -- is equivalent of the population of Iceland .",0,0,common home affair select committee said growing number immigration case includes almost missing illegal immigrant equivalent population iceland
887,@@15589219,migrant,ke,"Castro was born on Aug. 13 , 1926 in Biran , a village in Holguin Province , as the son of Spanish immigrant Angel Castro and Cuban farmer Lina Ruz .",0,0,castro born aug biran village holguin province son spanish immigrant angel castro cuban farmer lina ruz
889,@@1809331,homeless,tz,""""""" And yet I feel superior , """" he smiled fatalistically . """" Every white person on this plane feels superior to a black person . The white guy who picks up garbage , the homeless white trash on drugs , feels superior to you no matter his status or education . I can pick up a nincompoop from the New York streets , clean him up , and take him to Lusaka and you will all be crowding around him chanting muzungu , muzungu , and yet he 's a riffraff . Tell me why , my angry friend . """"""",0,0,yet feel superior smiled fatalistically every white person plane feel superior black person white guy pick garbage homeless white trash drug feel superior matter status education pick nincompoop new york street clean take lusaka crowding around chanting muzungu muzungu yet riffraff tell angry friend
890,@@18463827,refugee,pk,"The scope of Trump 's revamped ban , signed in early March , was toned down from its original version in January , which blocked travelers from seven-majority Muslim countries , including Iraq , as well as all refugees .",0,0,scope trump revamped ban signed early march toned original version january blocked traveler sevenmajority muslim country including iraq well refugee
891,@@14677715,hopeless,sg,"But it was one that had divided the country for generations , as successive governments fought what seemed a war without end and Marxist rebels dug into the forest for what amounted to a hopeless insurgency .",0,0,one divided country generation successive government fought seemed war without end marxist rebel dug forest amounted hopeless insurgency
892,@@7610161,in-need,pk,"It is unfortunate that our mainstream electronic media has made no effort to develop a broader school of ideas . The fact that it did not publicise the Qadri protests or create hype over them was reportedly largely because of the warnings issued formally by Pemra and less formally by other powerful institutions within the country . But beyond these warnings , those who have access to the platforms that mould public opinion must think about how they can use this power and what they can do for a country badly in need of a collective goal .",0,0,unfortunate mainstream electronic medium made effort develop broader school idea fact publicise qadri protest create hype reportedly largely warning issued formally pemra le formally powerful institution within country beyond warning access platform mould public opinion must think use power country badly need collective goal
893,@@8035357,vulnerable,gh,"Zhu Xuhui , a senior Chinese nuclear expert , pointed to the fact that Japan , the largest U.S. ally in Asia , has stored more than 47 metric tons of weapons-usable plutonium -- enough to build over 6,000 atomic bombs and vulnerable to natural disasters like earthquakes and theft by terrorists .",0,0,zhu xuhui senior chinese nuclear expert pointed fact japan largest u ally asia stored metric ton weaponsusable plutonium enough build atomic bomb vulnerable natural disaster like earthquake theft terrorist
894,@@40042424,vulnerable,lk,We are all taking of miles electric fences ......... why ca n't the authorities confine the railway line between two electrical fences in this vulnerable stretch and have a proper under-crossing for elephants to pass .......... we have become a set of reporters after an incident without any proactive solutions ? ? ? ?,0,0,taking mile electric fence ca nt authority confine railway line two electrical fence vulnerable stretch proper undercrossing elephant pas become set reporter incident without proactive solution
895,@@19833153,immigrant,in,President Donald Trump announced his support for a legislation that would cut in half the number legal immigrants allowed into the US while moving to a ' merit-based ' system favouring English-speaking skilled workers for residency cards .,0,0,president donald trump announced support legislation would cut half number legal immigrant allowed u moving meritbased system favouring englishspeaking skilled worker residency card
896,@@1850884,in-need,tz,""""""" We believe that these 200 units will at least solve part of the problem because we have many requests from farmers who are in need of tractors .""",0,0,believe unit least solve part problem many request farmer need tractor
898,@@26253836,disabled,my,"Last month , Dr Maszlee , in an interview with RTM , assured marginalised communities like the disabled that they would be given equal opportunities under the education system .",1,0,last month dr maszlee interview rtm assured marginalised community like disabled would given equal opportunity education system
900,@@22933161,immigrant,ng,The Africa Union Commission has expressed deep shock by US President Trump 's recent comment on immigrants from Africa and Haiti .,0,0,africa union commission expressed deep shock u president trump recent comment immigrant africa haiti
902,@@9026021,disabled,pk,"During his visit , the COAS was given a detailed briefing on the pilot project of state-of-the-art Visual Rehabilitation Center for visually-disabled soldiers , which includes a computer lab , Braille , and vocational and recreational facilities .",0,0,visit coas given detailed briefing pilot project stateoftheart visual rehabilitation center visuallydisabled soldier includes computer lab braille vocational recreational facility
903,@@10299542,refugee,gh,"According to the UN Higher Commission for refugees , Lebanon hosts more than 1.1 million Syrians who fled their war-torn country since the uprising against the administration of President Bashar Assad that broke out in March 2011 . Enditem",0,0,according un higher commission refugee lebanon host million syrian fled wartorn country since uprising administration president bashar assad broke march enditem
904,@@20642572,refugee,in,refugees settled in 1962-69 and who entered illegally later ?,0,0,refugee settled entered illegally later
905,@@7348302,migrant,au,An enforceable integration framework to assess aspiring migrants ' suitability for life in Australia,0,0,enforceable integration framework ass aspiring migrant suitability life australia
906,@@19024587,homeless,bd,"People , including children , take shelter at BTV 's Rangamati substation as they are left homeless by a devastating mudslide that hit the hill district on Tuesday , June 13 , 2017 . Photo : Prabir Das",0,0,people including child take shelter btv rangamati substation left homeless devastating mudslide hit hill district tuesday june photo prabir da
907,@@23383097,vulnerable,ie,"In hindsight it can be seen as so much more , Ireland 's canny captain offering an insight into where he thought Wales would be vulnerable .",0,0,hindsight seen much ireland canny captain offering insight thought wale would vulnerable
908,@@24917870,vulnerable,ca,""""""" There are days we have patients in there who are especially vulnerable in very difficult situations , who have had to make very heartbreaking decisions about their health and their pregnancies . To have somebody out there with a ' stop murdering babies ' sign or accosting them as they walk in is very heartbreaking , """" said Posyniak .""",1,0,day patient especially vulnerable difficult situation make heartbreaking decision health pregnancy somebody stop murdering baby sign accosting walk heartbreaking said posyniak
909,@@4561842,homeless,jm,"The level of crime and corruption often used to win political power , as well as to carve out fiefdoms to be ruled by the self-styled gods , has left many Jamaicans dead , others homeless and has caused some to flee our beloved nation .",0,0,level crime corruption often used win political power well carve fiefdom ruled selfstyled god left many jamaican dead others homeless caused flee beloved nation
910,@@25769487,women,pk,"""She maintained that political parties ' leaderships must be aware of the value of women voters and tailor issue-based political campaigns . """" When maximum people exercise their right to vote , better leadership will be elected , which will certainly bring a positive change . """"""",0,0,maintained political party leadership must aware value woman voter tailor issuebased political campaign maximum people exercise right vote better leadership elected certainly bring positive change
911,@@706981,poor-families,nz,"Those from poor families were more likely to leave school without qualifications , have babies before they were 20 , commit crimes , go on welfare and have addiction and other mental health problems in adulthood .",4,1,poor family likely leave school without qualification baby commit crime go welfare addiction mental health problem adulthood
912,@@21891082,immigrant,my,Nur Jazlan said the discovery and seizure of the money was a huge success for the Immigration Department in its operations to combat prostitution involving illegal immigrants in this country .,0,0,nur jazlan said discovery seizure money huge success immigration department operation combat prostitution involving illegal immigrant country
914,@@20753400,in-need,my,"According to him , Pesron in its efforts to improve their athletes ' performance and chances of making the Tokyo Paralympics in 2020 are in need of financial assistance for full training and special equipment .",0,0,according pesron effort improve athlete performance chance making tokyo paralympics need financial assistance full training special equipment
916,@@22167003,hopeless,bd,I bought shares in ASOS ( ASC ) at 4p and they of course went to ? 80 .... that stock was seen as far too risky by most as is Sos . ASOS was also hopeless too at the start ... the receptionist told me on the phone that everyone was in the warehouse packing the big orders ... which was sort of inside info I suppose . Indeed they were .... Victoria Beckham 's pearl jeans copies were a big hit .,0,0,bought share asos asc p course went stock seen far risky so asos also hopeless start receptionist told phone everyone warehouse packing big order sort inside info suppose indeed victoria beckham pearl jean copy big hit
917,@@16679737,migrant,nz,"But this year 's Budweiser ad released Tuesday featuring an immigrant 's travel to the U.S. became suddenly more topical than Anheuser-Busch executives were probably expecting , released days after President Donald Trump 's executive order Friday temporarily banning refugees and nearly all citizens from seven Muslim-majority countries .",0,0,year budweiser ad released tuesday featuring immigrant travel u became suddenly topical anheuserbusch executive probably expecting released day president donald trump executive order friday temporarily banning refugee nearly citizen seven muslimmajority country
918,@@21721527,disabled,gb,"""Kamran Mallick , chief executive of Disability Rights UK , said : """" This report makes for grim but unsurprising reading -- disabled people have been saying for many years that they are increasingly struggling to get by .""",0,0,kamran mallick chief executive disability right uk said report make grim unsurprising reading disabled people saying many year increasingly struggling get
919,@@3355115,vulnerable,ie,""""""" It is a matter of significant public interest to ensure that the rights of vulnerable women and girls in these situations are protected . It is in everyone 's interest that the law is clarified in this area , """" he added .""",1,0,matter significant public interest ensure right vulnerable woman girl situation protected everyone interest law clarified area added
